id,season,team_1ID,team_2id,team_1seed,team_2seed,team_1score,team_2score,team_1outcome
2010-1462-1338,2010,1338,1462,3,6,68,71,0
2010-1139-1393,2010,1393,1139,1,5,59,63,0
2010-1243-1462,2010,1462,1462,2,6,101,96,1
2010-1246-1165,2010,1165,1165,1,12,62,45,1
2010-1452-1449,2010,1449,1449,2,11,69,56,1
2010-1124-1388,2010,1388,1388,3,10,72,49,1
2010-1181-1345,2010,1345,1345,1,4,70,57,1
2010-1277-1320,2010,1320,1320,5,9,59,52,1
2010-1397-1326,2010,1326,1397,2,6,73,76,0
2010-1139-1243,2010,1243,1139,2,5,56,63,0
2010-1452-1246,2010,1246,1452,1,2,66,73,0
2010-1181-1124,2010,1124,1124,1,3,78,71,1
2010-1277-1397,2010,1397,1397,5,6,70,69,1
2010-1139-1277,2010,1277,1277,5,5,52,50,1
2010-1181-1452,2010,1452,1452,1,2,78,57,1
2010-1181-1139,2010,1139,1139,1,5,61,59,1
2011-1155-1412,2011,1412,1412,12,12,70,52,1
2011-1421-1114,2011,1114,1114,16,16,81,77,1
2011-1427-1106,2011,1106,1106,16,16,70,61,1
2011-1433-1425,2011,1425,1425,11,11,59,46,1
2011-1139-1330,2011,1330,1330,8,9,60,58,1
2011-1140-1459,2011,1459,1459,3,14,74,66,1
2011-1153-1281,2011,1281,1281,6,11,78,63,1
2011-1163-1137,2011,1137,1137,3,14,81,52,1
2011-1196-1364,2011,1364,1364,2,15,79,51,1
2011-1211-1385,2011,1385,1211,6,11,71,86,0
2011-1243-1429,2011,1429,1429,5,12,73,68,1
2011-1246-1343,2011,1343,1343,4,13,59,57,1
2011-1287-1257,2011,1257,1287,4,13,61,62,0
2011-1338-1421,2011,1421,1421,1,16,74,51,1
2011-1350-1435,2011,1435,1350,5,12,66,69,0
2011-1361-1294,2011,1294,1294,2,15,68,50,1
2011-1396-1336,2011,1336,1336,7,10,66,64,1
2011-1417-1277,2011,1277,1277,7,10,78,76,1
2011-1452-1155,2011,1155,1155,5,12,84,76,1
2011-1458-1125,2011,1125,1125,4,13,72,58,1
2011-1112-1272,2011,1272,1272,5,12,77,75,1
2011-1181-1214,2011,1214,1214,1,16,87,45,1
2011-1199-1401,2011,1401,1199,7,10,50,57,0
2011-1206-1437,2011,1437,1437,8,9,61,57,1
2011-1228-1424,2011,1424,1228,8,9,62,73,0
2011-1242-1131,2011,1131,1131,1,16,72,53,1
2011-1266-1462,2011,1462,1266,6,11,55,66,0
2011-1276-1397,2011,1397,1397,8,9,75,45,1
2011-1314-1254,2011,1254,1254,2,15,102,87,1
2011-1323-1103,2011,1103,1103,2,15,69,56,1
2011-1326-1427,2011,1427,1427,1,16,75,46,1
2011-1345-1389,2011,1389,1389,3,14,65,43,1
2011-1393-1232,2011,1232,1232,3,14,77,60,1
2011-1400-1324,2011,1324,1324,4,13,85,81,1
2011-1433-1207,2011,1207,1433,6,11,56,74,0
2011-1449-1208,2011,1208,1208,7,10,68,65,1
2011-1139-1338,2011,1338,1139,1,8,70,71,0
2011-1140-1211,2011,1211,1211,3,11,89,67,1
2011-1163-1153,2011,1153,1153,3,6,69,58,1
2011-1196-1417,2011,1417,1417,2,7,73,65,1
2011-1246-1452,2011,1452,1452,4,5,71,63,1
2011-1350-1287,2011,1287,1287,12,13,65,48,1
2011-1361-1396,2011,1396,1396,2,7,71,64,1
2011-1458-1243,2011,1243,1243,4,5,70,65,1
2011-1112-1400,2011,1400,1112,4,5,69,70,0
2011-1181-1276,2011,1276,1276,1,8,73,71,1
2011-1199-1323,2011,1323,1199,2,10,57,71,0
2011-1242-1228,2011,1228,1228,1,9,73,59,1
2011-1266-1393,2011,1393,1266,3,11,62,66,0
2011-1314-1449,2011,1449,1449,2,7,86,83,1
2011-1326-1206,2011,1206,1206,1,8,98,66,1
2011-1433-1345,2011,1345,1433,3,11,76,94,0
2011-1112-1181,2011,1181,1112,1,5,77,93,0
2011-1139-1458,2011,1458,1139,4,8,54,61,0
2011-1163-1361,2011,1361,1163,2,3,67,74,0
2011-1196-1140,2011,1140,1140,2,3,83,74,1
2011-1242-1350,2011,1350,1350,1,12,77,57,1
2011-1246-1326,2011,1326,1246,1,4,60,62,0
2011-1314-1266,2011,1266,1266,2,11,81,63,1
2011-1433-1199,2011,1199,1433,10,11,71,72,0
2011-1139-1196,2011,1196,1139,2,8,71,74,0
2011-1163-1112,2011,1112,1112,3,5,65,63,1
2011-1246-1314,2011,1314,1246,2,4,69,76,0
2011-1433-1242,2011,1242,1433,1,11,61,71,0
2011-1139-1433,2011,1433,1433,8,11,70,62,1
2011-1163-1246,2011,1246,1246,3,4,56,55,1
2011-1163-1139,2011,1139,1139,3,8,53,41,1
2012-1140-1233,2012,1233,1233,14,14,78,72,1
2012-1443-1290,2012,1290,1290,16,16,59,58,1
2012-1378-1143,2012,1143,1143,12,12,65,54,1
2012-1436-1249,2012,1249,1249,16,16,71,59,1
2012-1124-1355,2012,1355,1355,3,14,68,60,1
2012-1160-1424,2012,1424,1160,6,11,64,68,0
2012-1211-1452,2012,1452,1452,7,10,77,54,1
2012-1231-1308,2012,1308,1308,4,13,79,66,1
2012-1235-1163,2012,1163,1163,8,9,77,64,1
2012-1243-1379,2012,1379,1379,8,9,70,64,1
2012-1246-1443,2012,1443,1443,1,16,81,66,1
2012-1257-1172,2012,1172,1172,4,13,69,62,1
2012-1266-1140,2012,1140,1140,3,14,88,68,1
2012-1293-1161,2012,1161,1161,6,11,58,41,1
2012-1307-1253,2012,1253,1253,5,12,75,68,1
2012-1326-1259,2012,1259,1259,2,15,78,59,1
2012-1393-1421,2012,1421,1421,1,16,72,65,1
2012-1433-1455,2012,1455,1433,5,12,59,62,0
2012-1435-1217,2012,1217,1217,5,12,79,70,1
2012-1458-1285,2012,1285,1285,4,13,73,49,1
2012-1153-1400,2012,1400,1400,6,11,65,59,1
2012-1166-1104,2012,1104,1104,8,9,58,57,1
2012-1196-1438,2012,1438,1438,7,10,71,45,1
2012-1199-1382,2012,1382,1382,3,14,66,63,1
2012-1207-1125,2012,1125,1125,3,14,74,59,1
2012-1242-1178,2012,1178,1178,2,15,65,50,1
2012-1250-1181,2012,1181,1250,2,15,70,75,0
2012-1277-1254,2012,1254,1254,1,16,89,67,1
2012-1301-1361,2012,1361,1301,6,11,65,79,0
2012-1313-1281,2012,1281,1313,2,15,84,86,0
2012-1314-1436,2012,1436,1436,1,16,77,58,1
2012-1325-1276,2012,1276,1325,4,13,60,65,0
2012-1345-1388,2012,1388,1345,7,10,69,72,0
2012-1378-1396,2012,1396,1378,5,12,44,58,0
2012-1387-1272,2012,1272,1387,8,9,54,61,0
2012-1462-1323,2012,1323,1462,7,10,63,67,0
2012-1124-1160,2012,1160,1160,3,11,80,63,1
2012-1231-1433,2012,1433,1433,4,12,63,61,1
2012-1246-1235,2012,1235,1235,1,8,87,71,1
2012-1257-1307,2012,1307,1307,4,5,59,56,1
2012-1266-1293,2012,1293,1293,3,6,62,53,1
2012-1326-1211,2012,1211,1211,2,7,73,66,1
2012-1393-1243,2012,1243,1243,1,8,75,59,1
2012-1458-1435,2012,1435,1435,4,5,60,57,1
2012-1153-1199,2012,1199,1153,3,6,56,62,0
2012-1196-1313,2012,1313,1313,7,15,84,50,1
2012-1242-1345,2012,1345,1345,2,10,63,60,1
2012-1277-1387,2012,1387,1387,1,9,65,61,1
2012-1301-1207,2012,1207,1301,3,11,63,66,0
2012-1314-1166,2012,1166,1166,1,8,87,73,1
2012-1325-1378,2012,1378,1325,12,13,56,62,0
2012-1462-1250,2012,1250,1250,10,15,70,58,1
2012-1196-1266,2012,1266,1196,3,7,58,68,0
2012-1257-1277,2012,1277,1257,1,4,44,57,0
2012-1326-1153,2012,1153,1153,2,6,81,66,1
2012-1393-1458,2012,1458,1458,1,4,64,63,1
2012-1124-1462,2012,1462,1462,3,10,75,70,1
2012-1242-1301,2012,1301,1301,2,11,60,57,1
2012-1246-1231,2012,1231,1231,1,4,102,90,1
2012-1314-1325,2012,1325,1325,1,13,73,65,1
2012-1257-1196,2012,1196,1196,4,7,72,68,1
2012-1326-1393,2012,1393,1326,1,2,70,77,0
2012-1242-1314,2012,1314,1242,1,2,67,80,0
2012-1246-1124,2012,1124,1124,1,3,82,70,1
2012-1242-1326,2012,1326,1326,2,2,64,62,1
2012-1246-1257,2012,1257,1257,1,4,69,61,1
2012-1246-1242,2012,1242,1242,1,2,67,59,1
2013-1299-1251,2013,1251,1251,16,16,73,72,1
2013-1388-1292,2013,1292,1292,11,11,67,54,1
2013-1241-1254,2013,1254,1254,16,16,68,55,1
2013-1247-1129,2013,1129,1129,13,13,80,71,1
2013-1112-1125,2013,1125,1125,6,11,81,64,1
2013-1139-1137,2013,1137,1137,6,11,68,56,1
2013-1143-1424,2013,1424,1143,5,12,61,64,0
2013-1161-1281,2013,1281,1281,8,9,84,72,1
2013-1211-1380,2013,1380,1380,1,16,64,58,1
2013-1217-1307,2013,1307,1217,3,14,62,68,0
2013-1257-1299,2013,1299,1299,1,16,79,48,1
2013-1266-1172,2013,1172,1172,3,14,59,58,1
2013-1272-1388,2013,1388,1388,6,11,54,52,1
2013-1276-1355,2013,1355,1355,4,13,71,56,1
2013-1277-1434,2013,1434,1434,3,14,65,54,1
2013-1332-1329,2013,1329,1332,5,12,55,68,0
2013-1387-1308,2013,1308,1308,4,13,64,44,1
2013-1393-1285,2013,1285,1285,4,13,81,34,1
2013-1433-1103,2013,1103,1103,5,12,88,42,1
2013-1455-1338,2013,1338,1455,8,9,55,73,0
2013-1166-1153,2013,1153,1153,7,10,67,63,1
2013-1181-1107,2013,1107,1107,2,15,73,61,1
2013-1195-1207,2013,1207,1195,2,15,68,78,0
2013-1196-1322,2013,1322,1322,3,14,79,47,1
2013-1228-1160,2013,1160,1160,7,10,57,49,1
2013-1231-1241,2013,1241,1241,1,16,83,62,1
2013-1235-1323,2013,1323,1235,7,10,58,76,0
2013-1242-1443,2013,1443,1443,1,16,64,57,1
2013-1247-1243,2013,1243,1247,4,13,61,63,0
2013-1274-1334,2013,1334,1334,2,15,78,49,1
2013-1278-1417,2013,1417,1278,6,11,63,83,0
2013-1279-1458,2013,1458,1279,5,12,46,57,0
2013-1314-1437,2013,1437,1437,8,9,78,71,1
2013-1326-1233,2013,1233,1233,2,15,95,70,1
2013-1361-1328,2013,1328,1328,7,10,70,55,1
2013-1396-1301,2013,1301,1396,8,9,72,76,0
2013-1112-1217,2013,1217,1217,6,14,74,51,1
2013-1257-1161,2013,1161,1161,1,8,82,56,1
2013-1266-1139,2013,1139,1139,3,6,74,72,1
2013-1276-1433,2013,1433,1433,4,5,78,53,1
2013-1277-1272,2013,1272,1272,3,6,70,48,1
2013-1332-1387,2013,1387,1332,4,12,57,74,0
2013-1393-1143,2013,1143,1143,4,12,66,60,1
2013-1455-1211,2013,1211,1455,1,9,70,76,0
2013-1181-1166,2013,1166,1166,2,7,66,50,1
2013-1195-1361,2013,1361,1195,7,15,71,81,0
2013-1196-1278,2013,1278,1278,3,11,78,64,1
2013-1231-1396,2013,1396,1396,1,9,58,52,1
2013-1242-1314,2013,1314,1314,1,8,70,58,1
2013-1247-1279,2013,1279,1247,12,13,74,76,0
2013-1274-1228,2013,1228,1228,2,7,63,59,1
2013-1326-1235,2013,1235,1235,2,10,78,75,1
2013-1266-1274,2013,1274,1266,2,3,61,71,0
2013-1326-1112,2013,1112,1112,2,6,73,70,1
2013-1393-1231,2013,1231,1393,1,4,50,61,0
2013-1455-1247,2013,1247,1247,9,13,72,58,1
2013-1181-1277,2013,1277,1277,2,3,71,61,1
2013-1196-1195,2013,1195,1195,3,15,62,50,1
2013-1257-1332,2013,1332,1332,1,12,77,69,1
2013-1276-1242,2013,1242,1276,1,4,85,87,0
2013-1393-1266,2013,1266,1393,3,4,39,55,0
2013-1455-1326,2013,1326,1455,2,9,66,70,0
2013-1257-1181,2013,1181,1181,1,2,85,63,1
2013-1276-1196,2013,1196,1276,3,4,59,79,0
2013-1257-1455,2013,1455,1455,1,9,72,68,1
2013-1276-1393,2013,1393,1393,4,4,61,56,1
2013-1257-1276,2013,1276,1276,1,4,82,76,1
2014-1107-1291,2014,1291,1291,16,16,71,64,1
2014-1301-1462,2014,1462,1462,12,12,74,59,1
2014-1142-1411,2014,1411,1411,16,16,81,69,1
2014-1397-1234,2014,1234,1234,11,11,78,65,1
2014-1163-1386,2014,1386,1386,7,10,89,81,1
2014-1173-1326,2014,1326,1173,6,11,59,60,0
2014-1196-1107,2014,1107,1107,1,16,67,55,1
2014-1217-1153,2014,1153,1217,5,12,57,61,0
2014-1257-1264,2014,1264,1264,4,13,71,64,1
2014-1276-1459,2014,1459,1459,2,15,57,40,1
2014-1277-1174,2014,1174,1174,4,13,93,78,1
2014-1295-1328,2014,1328,1295,5,12,75,80,0
2014-1332-1140,2014,1140,1140,7,10,87,68,1
2014-1338-1160,2014,1160,1338,8,9,48,77,0
2014-1361-1308,2014,1308,1308,4,13,73,69,1
2014-1387-1301,2014,1301,1301,5,12,83,80,1
2014-1393-1444,2014,1444,1444,3,14,77,53,1
2014-1400-1113,2014,1113,1113,7,10,87,85,1
2014-1437-1454,2014,1454,1454,2,15,73,53,1
2014-1458-1110,2014,1110,1110,2,15,75,35,1
2014-1112-1451,2014,1451,1451,1,16,68,59,1
2014-1124-1304,2014,1304,1304,6,11,74,60,1
2014-1166-1418,2014,1418,1418,3,14,76,66,1
2014-1211-1329,2014,1329,1329,8,9,85,77,1
2014-1235-1300,2014,1300,1300,3,14,93,75,1
2014-1242-1184,2014,1184,1184,2,15,80,69,1
2014-1246-1243,2014,1243,1243,8,9,56,49,1
2014-1272-1203,2014,1203,1203,8,9,71,66,1
2014-1273-1181,2014,1181,1273,3,14,71,78,0
2014-1314-1344,2014,1344,1344,6,11,79,77,1
2014-1372-1433,2014,1433,1372,5,12,75,77,0
2014-1390-1307,2014,1307,1390,7,10,53,58,0
2014-1397-1269,2014,1269,1397,6,11,67,86,0
2014-1417-1409,2014,1409,1409,4,13,76,59,1
2014-1438-1157,2014,1157,1157,1,16,70,59,1
2014-1455-1142,2014,1142,1142,1,16,64,37,1
2014-1163-1437,2014,1437,1163,2,7,65,77,0
2014-1173-1393,2014,1393,1173,3,11,53,55,0
2014-1196-1338,2014,1338,1338,1,9,61,45,1
2014-1257-1387,2014,1387,1387,4,5,66,51,1
2014-1276-1400,2014,1400,1400,2,7,79,65,1
2014-1277-1217,2014,1217,1217,4,12,80,73,1
2014-1361-1295,2014,1295,1295,4,12,63,44,1
2014-1458-1332,2014,1332,1332,2,7,85,77,1
2014-1112-1211,2014,1211,1211,1,8,84,61,1
2014-1124-1166,2014,1166,1124,3,6,55,85,0
2014-1235-1314,2014,1314,1314,3,6,85,83,1
2014-1246-1455,2014,1455,1246,1,8,76,78,0
2014-1390-1242,2014,1242,1390,2,10,57,60,0
2014-1397-1273,2014,1273,1273,11,14,83,63,1
2014-1417-1372,2014,1372,1372,4,12,77,60,1
2014-1438-1272,2014,1272,1272,1,8,78,60,1
2014-1112-1361,2014,1361,1361,1,4,70,64,1
2014-1173-1390,2014,1390,1173,10,11,72,82,0
2014-1196-1417,2014,1417,1417,1,4,79,68,1
2014-1458-1124,2014,1124,1124,2,6,69,52,1
2014-1163-1235,2014,1235,1163,3,7,76,81,0
2014-1246-1257,2014,1257,1246,4,8,69,74,0
2014-1276-1397,2014,1397,1397,2,11,73,71,1
2014-1277-1438,2014,1438,1277,1,4,59,61,0
2014-1196-1173,2014,1173,1173,1,11,62,52,1
2014-1458-1112,2014,1112,1458,1,2,63,64,0
2014-1163-1277,2014,1277,1163,4,7,54,60,0
2014-1246-1276,2014,1276,1246,2,8,72,75,0
2014-1163-1196,2014,1196,1163,1,7,53,63,0
2014-1246-1458,2014,1458,1246,2,8,73,74,0
2014-1163-1246,2014,1246,1246,7,8,60,54,1
2015-1214-1264,2015,1264,1264,16,16,74,64,1
2015-1279-1140,2015,1140,1140,11,11,94,90,1
2015-1173-1129,2015,1129,1129,11,11,56,55,1
2015-1352-1316,2015,1316,1316,16,16,81,77,1
2015-1112-1411,2015,1411,1411,2,15,93,72,1
2015-1116-1459,2015,1459,1459,5,12,56,53,1
2015-1139-1400,2015,1400,1400,6,11,56,48,1
2015-1153-1345,2015,1345,1345,8,9,66,65,1
2015-1207-1186,2015,1186,1186,4,13,84,74,1
2015-1209-1124,2015,1124,1209,3,14,56,57,0
2015-1246-1214,2015,1214,1214,1,16,79,56,1
2015-1301-1261,2015,1261,1261,8,9,66,65,1
2015-1314-1217,2015,1217,1217,4,13,67,65,1
2015-1323-1318,2015,1318,1318,3,14,69,65,1
2015-1326-1433,2015,1433,1326,7,10,72,75,0
2015-1412-1235,2015,1235,1412,3,14,59,60,0
2015-1417-1374,2015,1374,1417,6,11,59,60,0
2015-1428-1372,2015,1372,1372,5,12,57,50,1
2015-1437-1248,2015,1248,1248,1,16,93,52,1
2015-1462-1279,2015,1279,1279,6,11,76,57,1
2015-1173-1344,2015,1344,1173,6,11,53,66,0
2015-1181-1352,2015,1352,1352,1,16,85,56,1
2015-1211-1295,2015,1295,1295,2,15,86,76,1
2015-1234-1172,2015,1172,1172,7,10,83,52,1
2015-1242-1308,2015,1308,1308,2,15,75,56,1
2015-1257-1414,2015,1414,1414,4,13,57,55,1
2015-1268-1434,2015,1434,1434,4,13,65,62,1
2015-1277-1208,2015,1208,1208,7,10,70,63,1
2015-1320-1461,2015,1461,1461,5,12,71,54,1
2015-1328-1107,2015,1107,1107,3,14,69,60,1
2015-1332-1329,2015,1329,1329,8,9,79,73,1
2015-1361-1385,2015,1385,1385,8,9,76,64,1
2015-1438-1125,2015,1125,1125,2,15,79,67,1
2015-1452-1138,2015,1138,1138,5,12,68,62,1
2015-1455-1231,2015,1231,1231,7,10,81,76,1
2015-1458-1157,2015,1157,1157,1,16,86,72,1
2015-1112-1326,2015,1326,1326,2,10,73,58,1
2015-1246-1153,2015,1153,1153,1,8,64,51,1
2015-1301-1437,2015,1437,1301,1,8,68,71,0
2015-1314-1116,2015,1116,1116,4,5,87,78,1
2015-1323-1139,2015,1139,1139,3,6,67,64,1
2015-1417-1412,2015,1412,1412,11,14,92,75,1
2015-1428-1207,2015,1207,1428,4,5,64,75,0
2015-1462-1209,2015,1209,1209,6,14,75,67,1
2015-1181-1361,2015,1361,1361,1,8,68,49,1
2015-1211-1234,2015,1234,1234,2,7,87,68,1
2015-1257-1320,2015,1320,1320,4,5,66,53,1
2015-1277-1438,2015,1438,1277,2,7,54,60,0
2015-1328-1173,2015,1173,1173,3,11,72,66,1
2015-1452-1268,2015,1268,1452,4,5,59,69,0
2015-1455-1242,2015,1242,1455,2,7,65,78,0
2015-1458-1332,2015,1332,1332,1,8,72,65,1
2015-1112-1462,2015,1462,1462,2,6,68,60,1
2015-1246-1452,2015,1452,1452,1,5,78,39,1
2015-1323-1455,2015,1455,1455,3,7,81,70,1
2015-1458-1314,2015,1314,1314,1,4,79,72,1
2015-1181-1428,2015,1428,1428,1,5,63,57,1
2015-1211-1417,2015,1417,1417,2,11,74,62,1
2015-1257-1301,2015,1301,1301,4,8,75,65,1
2015-1277-1328,2015,1328,1277,3,7,58,62,0
2015-1246-1323,2015,1323,1323,1,3,68,66,1
2015-1458-1112,2015,1112,1112,1,2,85,78,1
2015-1181-1211,2015,1211,1211,1,2,66,52,1
2015-1277-1257,2015,1257,1277,4,7,70,76,0
2015-1181-1277,2015,1277,1277,1,7,81,61,1
2015-1458-1246,2015,1246,1246,1,1,71,64,1
2015-1181-1458,2015,1458,1458,1,1,68,63,1
