id,prob
2017-1407-1240,0.531728106
2017-1407-1300,0.460915049
2017-1407-1413,0.76768229
2017-1407-1314,0.066254837
2017-1407-1246,0.064520858
2017-1407-1417,0.14516139
2017-1407-1139,0.130209668
2017-1407-1278,0.23302983
2017-1407-1153,0.119116661
2017-1407-1173,0.231663618
2017-1407-1116,0.213416187
2017-1407-1371,0.295823835
2017-1407-1455,0.107301412
2017-1407-1243,0.319477445
2017-1407-1448,0.268269199
2017-1407-1292,0.275424428
2017-1407-1457,0.347795498
2017-1407-1245,0.45531461
2017-1407-1297,0.536396907
2017-1407-1411,0.621624887
2017-1291-1309,0.552206694
2017-1291-1211,0.021555571
2017-1291-1112,0.071398419
2017-1291-1199,0.090123706
2017-1291-1452,0.055594748
2017-1291-1323,0.100451
2017-1291-1268,0.144957432
2017-1291-1388,0.080879469
2017-1291-1321,0.168485
2017-1291-1435,0.17031554
2017-1291-1433,0.172352372
2017-1291-1462,0.238138518
2017-1291-1343,0.164195743
2017-1291-1137,0.224754189
2017-1291-1195,0.280226637
2017-1291-1315,0.488969678
2017-1291-1355,0.443390401
2017-1291-1242,0.051699745
2017-1291-1257,0.03946644
2017-1291-1332,0.079625323
2017-1291-1345,0.097737242
2017-1291-1235,0.087459724
2017-1291-1166,0.145038729
2017-1291-1276,0.087703779
2017-1291-1274,0.137037471
2017-1291-1277,0.230494125
2017-1291-1329,0.123495675
2017-1291-1348,0.146783802
2017-1291-1305,0.273453185
2017-1291-1436,0.140568615
2017-1291-1233,0.308377417
2017-1291-1240,0.405028054
2017-1291-1300,0.338120679
2017-1291-1413,0.67106051
2017-1291-1314,0.040466063
2017-1291-1246,0.039380043
2017-1291-1417,0.091362253
2017-1291-1139,0.081641053
2017-1291-1278,0.152358053
2017-1291-1153,0.074528728
2017-1291-1173,0.152981456
2017-1291-1116,0.138303295
2017-1291-1371,0.198995176
2017-1291-1455,0.066766212
2017-1291-1243,0.218034137
2017-1291-1448,0.179283702
2017-1291-1292,0.183149074
2017-1291-1457,0.242497082
2017-1291-1245,0.333003831
2017-1291-1297,0.409236096
2017-1291-1411,0.498027085
2017-1309-1211,0.016805092
2017-1309-1112,0.056296954
2017-1309-1199,0.071310844
2017-1309-1452,0.044309188
2017-1309-1323,0.080069893
2017-1309-1268,0.116765908
2017-1309-1388,0.063628168
2017-1309-1321,0.13539545
2017-1309-1435,0.1371818
2017-1309-1433,0.138399517
2017-1309-1462,0.194516574
2017-1309-1343,0.132218398
2017-1309-1137,0.182472128
2017-1309-1195,0.230836896
2017-1309-1315,0.425787277
2017-1309-1355,0.380463441
2017-1309-1242,0.040839578
2017-1309-1257,0.031395792
2017-1309-1332,0.063407616
2017-1309-1345,0.077189294
2017-1309-1235,0.068914532
2017-1309-1166,0.116107015
2017-1309-1276,0.070256417
2017-1309-1274,0.111316847
2017-1309-1277,0.188789121
2017-1309-1329,0.097827282
2017-1309-1348,0.117356308
2017-1309-1305,0.224186931
2017-1309-1436,0.112624807
2017-1309-1233,0.256080877
2017-1309-1240,0.344524485
2017-1309-1300,0.282538854
2017-1309-1413,0.610903927
2017-1309-1314,0.032132901
2017-1309-1246,0.031122787
2017-1309-1417,0.072029808
2017-1309-1139,0.064433136
2017-1309-1278,0.121845553
2017-1309-1153,0.05870435
2017-1309-1173,0.122173497
2017-1309-1116,0.110737011
2017-1309-1371,0.161482506
2017-1309-1455,0.052644629
2017-1309-1243,0.178452273
2017-1309-1448,0.143944074
2017-1309-1292,0.148254386
2017-1309-1457,0.197463386
2017-1309-1245,0.278332418
2017-1309-1297,0.347759734
2017-1309-1411,0.433639188
2017-1211-1112,0.765698354
2017-1211-1199,0.809218064
2017-1211-1452,0.703801353
2017-1211-1323,0.825665368
2017-1211-1268,0.877425694
2017-1211-1388,0.791547891
2017-1211-1321,0.897336505
2017-1211-1435,0.896865255
2017-1211-1433,0.899791548
2017-1211-1462,0.930949121
2017-1211-1343,0.892993768
2017-1211-1137,0.926019043
2017-1211-1195,0.943889375
2017-1211-1315,0.974542201
2017-1211-1355,0.971753866
2017-1211-1242,0.695269502
2017-1211-1257,0.620879953
2017-1211-1332,0.783631672
2017-1211-1345,0.823497445
2017-1211-1235,0.804867028
2017-1211-1166,0.878591642
2017-1211-1276,0.797214993
2017-1211-1274,0.862823888
2017-1211-1277,0.927039931
2017-1211-1329,0.858739761
2017-1211-1348,0.880822602
2017-1211-1305,0.941343641
2017-1211-1436,0.874585509
2017-1211-1233,0.950548778
2017-1211-1240,0.967028966
2017-1211-1300,0.956568498
2017-1211-1413,0.988353134
2017-1211-1314,0.629253708
2017-1211-1246,0.628620961
2017-1211-1417,0.812678215
2017-1211-1139,0.79276256
2017-1211-1278,0.885161218
2017-1211-1153,0.775823269
2017-1211-1173,0.886189168
2017-1211-1116,0.873130574
2017-1211-1371,0.913697362
2017-1211-1455,0.753262211
2017-1211-1243,0.92162557
2017-1211-1448,0.903988359
2017-1211-1292,0.904834588
2017-1211-1457,0.932328603
2017-1211-1245,0.955482751
2017-1211-1297,0.967554154
2017-1211-1411,0.976860086
2017-1112-1199,0.552243745
2017-1112-1452,0.4132109
2017-1112-1323,0.579637812
2017-1112-1268,0.675326225
2017-1112-1388,0.523729155
2017-1112-1321,0.715928479
2017-1112-1435,0.716691444
2017-1112-1433,0.721191182
2017-1112-1462,0.795095449
2017-1112-1343,0.707952814
2017-1112-1137,0.782769043
2017-1112-1195,0.829009882
2017-1112-1315,0.915130766
2017-1112-1355,0.908134576
2017-1112-1242,0.399855957
2017-1112-1257,0.327351222
2017-1112-1332,0.515263415
2017-1112-1345,0.574900911
2017-1112-1235,0.54423656
2017-1112-1166,0.676474921
2017-1112-1276,0.537670403
2017-1112-1274,0.650838857
2017-1112-1277,0.785524272
2017-1112-1329,0.637328859
2017-1112-1348,0.680799152
2017-1112-1305,0.821658157
2017-1112-1436,0.668575321
2017-1112-1233,0.846648575
2017-1112-1240,0.894021555
2017-1112-1300,0.863297346
2017-1112-1413,0.959857739
2017-1112-1314,0.334285582
2017-1112-1246,0.331728941
2017-1112-1417,0.557014342
2017-1112-1139,0.525756394
2017-1112-1278,0.689784289
2017-1112-1153,0.500747486
2017-1112-1173,0.692314383
2017-1112-1116,0.665576171
2017-1112-1371,0.752990809
2017-1112-1455,0.469904707
2017-1112-1243,0.772975566
2017-1112-1448,0.730637893
2017-1112-1292,0.732812163
2017-1112-1457,0.799071922
2017-1112-1245,0.860292637
2017-1112-1297,0.895096859
2017-1112-1411,0.92339923
2017-1199-1452,0.351876299
2017-1199-1323,0.514576063
2017-1199-1268,0.615279596
2017-1199-1388,0.457269838
2017-1199-1321,0.660149404
2017-1199-1435,0.658044198
2017-1199-1433,0.666646248
2017-1199-1462,0.749694631
2017-1199-1343,0.648872595
2017-1199-1137,0.735450369
2017-1199-1195,0.788292077
2017-1199-1315,0.898257216
2017-1199-1355,0.884138454
2017-1199-1242,0.338969131
2017-1199-1257,0.274397846
2017-1199-1332,0.449388528
2017-1199-1345,0.509856573
2017-1199-1235,0.477785422
2017-1199-1166,0.618828113
2017-1199-1276,0.472131966
2017-1199-1274,0.587966047
2017-1199-1277,0.739940383
2017-1199-1329,0.574301398
2017-1199-1348,0.622761259
2017-1199-1305,0.782390295
2017-1199-1436,0.609776066
2017-1199-1233,0.810430524
2017-1199-1240,0.866783174
2017-1199-1300,0.830654903
2017-1199-1413,0.95076478
2017-1199-1314,0.280468685
2017-1199-1246,0.277355369
2017-1199-1417,0.491234508
2017-1199-1139,0.459332563
2017-1199-1278,0.632994685
2017-1199-1153,0.434546237
2017-1199-1173,0.63298604
2017-1199-1116,0.605246267
2017-1199-1371,0.703531884
2017-1199-1455,0.404649348
2017-1199-1243,0.724338721
2017-1199-1448,0.677094597
2017-1199-1292,0.681146017
2017-1199-1457,0.753190978
2017-1199-1245,0.827081783
2017-1199-1297,0.869314436
2017-1199-1411,0.904414238
2017-1452-1323,0.651142147
2017-1452-1268,0.73867515
2017-1452-1388,0.597571016
2017-1452-1321,0.7718467
2017-1452-1435,0.773351939
2017-1452-1433,0.775607877
2017-1452-1462,0.838767511
2017-1452-1343,0.766202076
2017-1452-1137,0.827205583
2017-1452-1195,0.865964189
2017-1452-1315,0.934188772
2017-1452-1355,0.929795628
2017-1452-1242,0.474115536
2017-1452-1257,0.394590538
2017-1452-1332,0.589635914
2017-1452-1345,0.645232302
2017-1452-1235,0.617141794
2017-1452-1166,0.73734033
2017-1452-1276,0.611409924
2017-1452-1274,0.718727262
2017-1452-1277,0.832380961
2017-1452-1329,0.701745317
2017-1452-1348,0.740909249
2017-1452-1305,0.857666743
2017-1452-1436,0.731059237
2017-1452-1233,0.880840428
2017-1452-1240,0.919113811
2017-1452-1300,0.893699063
2017-1452-1413,0.969699678
2017-1452-1314,0.402732784
2017-1452-1246,0.400916459
2017-1452-1417,0.628661524
2017-1452-1139,0.599825975
2017-1452-1278,0.748293403
2017-1452-1153,0.575769549
2017-1452-1173,0.750693773
2017-1452-1116,0.72876928
2017-1452-1371,0.804077059
2017-1452-1455,0.545636052
2017-1452-1243,0.822773287
2017-1452-1448,0.78299517
2017-1452-1292,0.787163616
2017-1452-1457,0.840125507
2017-1452-1245,0.892080733
2017-1452-1297,0.918474038
2017-1452-1411,0.942246408
2017-1323-1268,0.589390282
2017-1323-1388,0.429815585
2017-1323-1321,0.634689095
2017-1323-1435,0.633591558
2017-1323-1433,0.641073911
2017-1323-1462,0.728242667
2017-1323-1343,0.624078315
2017-1323-1137,0.712725831
2017-1323-1195,0.769094796
2017-1323-1315,0.885757869
2017-1323-1355,0.872412262
2017-1323-1242,0.313326461
2017-1323-1257,0.250368966
2017-1323-1332,0.421811229
2017-1323-1345,0.482099424
2017-1323-1235,0.450083844
2017-1323-1166,0.591983898
2017-1323-1276,0.444511787
2017-1323-1274,0.562912457
2017-1323-1277,0.718452698
2017-1323-1329,0.546777866
2017-1323-1348,0.595998174
2017-1323-1305,0.761259368
2017-1323-1436,0.582946256
2017-1323-1233,0.792672886
2017-1323-1240,0.853829753
2017-1323-1300,0.813994676
2017-1323-1413,0.944751056
2017-1323-1314,0.256315981
2017-1323-1246,0.253764791
2017-1323-1417,0.463566959
2017-1323-1139,0.431753968
2017-1323-1278,0.60633059
2017-1323-1153,0.407256039
2017-1323-1173,0.606738822
2017-1323-1116,0.578524599
2017-1323-1371,0.679676222
2017-1323-1455,0.377718311
2017-1323-1243,0.702748917
2017-1323-1448,0.651700644
2017-1323-1292,0.656446799
2017-1323-1457,0.731427242
2017-1323-1245,0.810571433
2017-1323-1297,0.855379976
2017-1323-1411,0.894464186
2017-1268-1388,0.332680554
2017-1268-1321,0.534388645
2017-1268-1435,0.533676877
2017-1268-1433,0.541421401
2017-1268-1462,0.638843112
2017-1268-1343,0.523314961
2017-1268-1137,0.621107385
2017-1268-1195,0.687467407
2017-1268-1315,0.835929993
2017-1268-1355,0.818513662
2017-1268-1242,0.2313896
2017-1268-1257,0.180588787
2017-1268-1332,0.325586336
2017-1268-1345,0.381435648
2017-1268-1235,0.351093505
2017-1268-1166,0.489882242
2017-1268-1276,0.346515668
2017-1268-1274,0.461184298
2017-1268-1277,0.627597329
2017-1268-1329,0.443964941
2017-1268-1348,0.493880746
2017-1268-1305,0.678325948
2017-1268-1436,0.480398179
2017-1268-1233,0.716071623
2017-1268-1240,0.79400731
2017-1268-1300,0.742636616
2017-1268-1413,0.918058327
2017-1268-1314,0.185237551
2017-1268-1246,0.183139601
2017-1268-1417,0.363976262
2017-1268-1139,0.334263437
2017-1268-1278,0.50480912
2017-1268-1153,0.312218158
2017-1268-1173,0.50499823
2017-1268-1116,0.475581563
2017-1268-1371,0.583638101
2017-1268-1455,0.286113503
2017-1268-1243,0.609782218
2017-1268-1448,0.553087738
2017-1268-1292,0.558129658
2017-1268-1457,0.643026436
2017-1268-1245,0.738337151
2017-1268-1297,0.795785933
2017-1268-1411,0.84806898
2017-1388-1321,0.685736991
2017-1388-1435,0.684939193
2017-1388-1433,0.69180298
2017-1388-1462,0.770705462
2017-1388-1343,0.675809577
2017-1388-1137,0.757715578
2017-1388-1195,0.807550876
2017-1388-1315,0.905590848
2017-1388-1355,0.89537884
2017-1388-1242,0.365676343
2017-1388-1257,0.297920608
2017-1388-1332,0.479095398
2017-1388-1345,0.539205237
2017-1388-1235,0.507390526
2017-1388-1166,0.645020283
2017-1388-1276,0.501738604
2017-1388-1274,0.61579211
2017-1388-1277,0.760385697
2017-1388-1329,0.603075583
2017-1388-1348,0.649253543
2017-1388-1305,0.801299168
2017-1388-1436,0.636392483
2017-1388-1233,0.827247728
2017-1388-1240,0.879388396
2017-1388-1300,0.845957731
2017-1388-1413,0.95464964
2017-1388-1314,0.304233505
2017-1388-1246,0.301193047
2017-1388-1417,0.520807347
2017-1388-1139,0.488937402
2017-1388-1278,0.659001394
2017-1388-1153,0.463865134
2017-1388-1173,0.660344479
2017-1388-1116,0.63256874
2017-1388-1371,0.725936401
2017-1388-1455,0.433424076
2017-1388-1243,0.746086259
2017-1388-1448,0.702007782
2017-1388-1292,0.704445744
2017-1388-1457,0.775173686
2017-1388-1245,0.842361616
2017-1388-1297,0.881600545
2017-1388-1411,0.912839357
2017-1321-1435,0.486148049
2017-1321-1433,0.493997561
2017-1321-1462,0.593888478
2017-1321-1343,0.47574747
2017-1321-1137,0.575877141
2017-1321-1195,0.645528345
2017-1321-1315,0.810060239
2017-1321-1355,0.788362352
2017-1321-1242,0.200993901
2017-1321-1257,0.157580155
2017-1321-1332,0.287125504
2017-1321-1345,0.337228066
2017-1321-1235,0.308783545
2017-1321-1166,0.442766747
2017-1321-1276,0.307472354
2017-1321-1274,0.416242774
2017-1321-1277,0.581897202
2017-1321-1329,0.397180791
2017-1321-1348,0.446518223
2017-1321-1305,0.637287118
2017-1321-1436,0.433536769
2017-1321-1233,0.67589875
2017-1321-1240,0.760592226
2017-1321-1300,0.705111407
2017-1321-1413,0.902737906
2017-1321-1314,0.161333681
2017-1321-1246,0.158587327
2017-1321-1417,0.320666063
2017-1321-1139,0.293434673
2017-1321-1278,0.457366167
2017-1321-1153,0.272976137
2017-1321-1173,0.457417438
2017-1321-1116,0.428661793
2017-1321-1371,0.536958049
2017-1321-1455,0.249520297
2017-1321-1243,0.563215842
2017-1321-1448,0.505890039
2017-1321-1292,0.511110043
2017-1321-1457,0.599150989
2017-1321-1245,0.699827636
2017-1321-1297,0.764232926
2017-1321-1411,0.821205133
2017-1435-1433,0.494568119
2017-1435-1462,0.593511812
2017-1435-1343,0.476468694
2017-1435-1137,0.57568565
2017-1435-1195,0.645227679
2017-1435-1315,0.803116523
2017-1435-1355,0.787154329
2017-1435-1242,0.201071621
2017-1435-1257,0.156330977
2017-1435-1332,0.289450225
2017-1435-1345,0.339966081
2017-1435-1235,0.310136632
2017-1435-1166,0.444074404
2017-1435-1276,0.309486489
2017-1435-1274,0.417211016
2017-1435-1277,0.581247735
2017-1435-1329,0.398668676
2017-1435-1348,0.447752467
2017-1435-1305,0.635671559
2017-1435-1436,0.434924088
2017-1435-1233,0.67466955
2017-1435-1240,0.759556245
2017-1435-1300,0.703385892
2017-1435-1413,0.899064787
2017-1435-1314,0.160175079
2017-1435-1246,0.15809263
2017-1435-1417,0.323336949
2017-1435-1139,0.295223024
2017-1435-1278,0.458471043
2017-1435-1153,0.274447896
2017-1435-1173,0.458318168
2017-1435-1116,0.429936663
2017-1435-1371,0.536627056
2017-1435-1455,0.250552632
2017-1435-1243,0.563337893
2017-1435-1448,0.506358405
2017-1435-1292,0.51113581
2017-1435-1457,0.599194348
2017-1435-1245,0.698188464
2017-1435-1297,0.761933046
2017-1435-1411,0.818596182
2017-1433-1462,0.586861781
2017-1433-1343,0.468689253
2017-1433-1137,0.568851479
2017-1433-1195,0.638781495
2017-1433-1315,0.806567047
2017-1433-1355,0.783238248
2017-1433-1242,0.197420733
2017-1433-1257,0.155345333
2017-1433-1332,0.281962191
2017-1433-1345,0.330804007
2017-1433-1235,0.302963112
2017-1433-1166,0.43577467
2017-1433-1276,0.302285505
2017-1433-1274,0.409960885
2017-1433-1277,0.574850239
2017-1433-1329,0.390340264
2017-1433-1348,0.439472722
2017-1433-1305,0.63093351
2017-1433-1436,0.426643748
2017-1433-1233,0.669449276
2017-1433-1240,0.754938658
2017-1433-1300,0.699086964
2017-1433-1413,0.900423211
2017-1433-1314,0.158940894
2017-1433-1246,0.155946866
2017-1433-1417,0.314435786
2017-1433-1139,0.287848475
2017-1433-1278,0.450264124
2017-1433-1153,0.267711503
2017-1433-1173,0.450344053
2017-1433-1116,0.42181107
2017-1433-1371,0.529900346
2017-1433-1455,0.244794589
2017-1433-1243,0.556011034
2017-1433-1448,0.498720001
2017-1433-1292,0.504068152
2017-1433-1457,0.592230595
2017-1433-1245,0.693619614
2017-1433-1297,0.759153033
2017-1433-1411,0.816747329
2017-1462-1343,0.370848983
2017-1462-1137,0.468188059
2017-1462-1195,0.541427904
2017-1462-1315,0.736182832
2017-1462-1355,0.707322841
2017-1462-1242,0.140381184
2017-1462-1257,0.108532098
2017-1462-1332,0.207633301
2017-1462-1345,0.248278177
2017-1462-1235,0.224559133
2017-1462-1166,0.340690144
2017-1462-1276,0.224559665
2017-1462-1274,0.318657224
2017-1462-1277,0.475308502
2017-1462-1329,0.299309403
2017-1462-1348,0.343791912
2017-1462-1305,0.532942969
2017-1462-1436,0.332291035
2017-1462-1233,0.57503881
2017-1462-1240,0.673456422
2017-1462-1300,0.608012192
2017-1462-1413,0.857883363
2017-1462-1314,0.111211883
2017-1462-1246,0.10903783
2017-1462-1417,0.234455924
2017-1462-1139,0.212168256
2017-1462-1278,0.353822965
2017-1462-1153,0.195778465
2017-1462-1173,0.353382552
2017-1462-1116,0.327582228
2017-1462-1371,0.429939851
2017-1462-1455,0.17739056
2017-1462-1243,0.456495461
2017-1462-1448,0.399098825
2017-1462-1292,0.404951782
2017-1462-1457,0.492165233
2017-1462-1245,0.602172802
2017-1462-1297,0.677655147
2017-1462-1411,0.749158967
2017-1343-1137,0.586011415
2017-1343-1195,0.655003275
2017-1343-1315,0.810817107
2017-1343-1355,0.794638292
2017-1343-1242,0.207285645
2017-1343-1257,0.161245658
2017-1343-1332,0.297013972
2017-1343-1345,0.348805579
2017-1343-1235,0.318816906
2017-1343-1166,0.454047318
2017-1343-1276,0.317260159
2017-1343-1274,0.426680061
2017-1343-1277,0.591655443
2017-1343-1329,0.4085221
2017-1343-1348,0.457836503
2017-1343-1305,0.645510171
2017-1343-1436,0.444791423
2017-1343-1233,0.684263146
2017-1343-1240,0.767714597
2017-1343-1300,0.712549237
2017-1343-1413,0.903652338
2017-1343-1314,0.165255198
2017-1343-1246,0.163168047
2017-1343-1417,0.3319683
2017-1343-1139,0.303444757
2017-1343-1278,0.468633152
2017-1343-1153,0.282361733
2017-1343-1173,0.468634395
2017-1343-1116,0.439855435
2017-1343-1371,0.547081913
2017-1343-1455,0.257947517
2017-1343-1243,0.573727031
2017-1343-1448,0.516785735
2017-1343-1292,0.521502329
2017-1343-1457,0.609269977
2017-1343-1245,0.707525029
2017-1343-1297,0.769951244
2017-1343-1411,0.825625787
2017-1137-1195,0.559790383
2017-1137-1315,0.749346247
2017-1137-1355,0.72180655
2017-1137-1242,0.150961492
2017-1137-1257,0.117772873
2017-1137-1332,0.221922831
2017-1137-1345,0.262945584
2017-1137-1235,0.23832366
2017-1137-1166,0.358183751
2017-1137-1276,0.239915785
2017-1137-1274,0.336545718
2017-1137-1277,0.494001596
2017-1137-1329,0.315344634
2017-1137-1348,0.361243971
2017-1137-1305,0.551421373
2017-1137-1436,0.34981427
2017-1137-1233,0.592843229
2017-1137-1240,0.688820644
2017-1137-1300,0.625328421
2017-1137-1413,0.865633319
2017-1137-1314,0.120497792
2017-1137-1246,0.117894222
2017-1137-1417,0.248587439
2017-1137-1139,0.225732078
2017-1137-1278,0.371347892
2017-1137-1153,0.208565786
2017-1137-1173,0.370821981
2017-1137-1116,0.345019617
2017-1137-1371,0.44860142
2017-1137-1455,0.189548787
2017-1137-1243,0.475244857
2017-1137-1448,0.417200507
2017-1137-1292,0.423511015
2017-1137-1457,0.510837932
2017-1137-1245,0.619396037
2017-1137-1297,0.693481299
2017-1137-1411,0.761581879
2017-1195-1315,0.69093432
2017-1195-1355,0.659670747
2017-1195-1242,0.116531682
2017-1195-1257,0.089795259
2017-1195-1332,0.175503881
2017-1195-1345,0.210592929
2017-1195-1235,0.188999575
2017-1195-1166,0.294716334
2017-1195-1276,0.190747614
2017-1195-1274,0.275371727
2017-1195-1277,0.422299068
2017-1195-1329,0.255726031
2017-1195-1348,0.297202029
2017-1195-1305,0.478547103
2017-1195-1436,0.287040219
2017-1195-1233,0.52092973
2017-1195-1240,0.62336237
2017-1195-1300,0.554701086
2017-1195-1413,0.827585209
2017-1195-1314,0.091971777
2017-1195-1246,0.090021253
2017-1195-1417,0.198210946
2017-1195-1139,0.17848029
2017-1195-1278,0.306490762
2017-1195-1153,0.164034114
2017-1195-1173,0.305252004
2017-1195-1116,0.282332012
2017-1195-1371,0.378437216
2017-1195-1455,0.148169809
2017-1195-1243,0.404154946
2017-1195-1448,0.348346761
2017-1195-1292,0.354909532
2017-1195-1457,0.437788896
2017-1195-1245,0.548747014
2017-1195-1297,0.627820032
2017-1195-1411,0.705021707
2017-1315-1355,0.442837255
2017-1315-1242,0.05502418
2017-1315-1257,0.042897036
2017-1315-1332,0.082126527
2017-1315-1345,0.099227911
2017-1315-1235,0.090958191
2017-1315-1166,0.145853209
2017-1315-1276,0.090821678
2017-1315-1274,0.143954709
2017-1315-1277,0.232523278
2017-1315-1329,0.126807489
2017-1315-1348,0.148368105
2017-1315-1305,0.274234547
2017-1315-1436,0.142039442
2017-1315-1233,0.310257852
2017-1315-1240,0.405445942
2017-1315-1300,0.339159311
2017-1315-1413,0.670071716
2017-1315-1314,0.043887101
2017-1315-1246,0.042319688
2017-1315-1417,0.0931576
2017-1315-1139,0.084582109
2017-1315-1278,0.153454314
2017-1315-1153,0.077630768
2017-1315-1173,0.157383924
2017-1315-1116,0.14127135
2017-1315-1371,0.200279421
2017-1315-1455,0.070043302
2017-1315-1243,0.221637763
2017-1315-1448,0.181643627
2017-1315-1292,0.184201434
2017-1315-1457,0.246669704
2017-1315-1245,0.33408564
2017-1315-1297,0.408827395
2017-1315-1411,0.495527415
2017-1355-1242,0.060195718
2017-1355-1257,0.045669251
2017-1355-1332,0.093561977
2017-1355-1345,0.114936499
2017-1355-1235,0.101919914
2017-1355-1166,0.16937474
2017-1355-1276,0.102679607
2017-1355-1274,0.157148659
2017-1355-1277,0.263518094
2017-1355-1329,0.143491366
2017-1355-1348,0.17094383
2017-1355-1305,0.310236312
2017-1355-1436,0.164038629
2017-1355-1233,0.347041596
2017-1355-1240,0.447677187
2017-1355-1300,0.378572343
2017-1355-1413,0.705434388
2017-1355-1314,0.046850085
2017-1355-1246,0.045795215
2017-1355-1417,0.107387732
2017-1355-1139,0.095518595
2017-1355-1278,0.177437865
2017-1355-1153,0.087106897
2017-1355-1173,0.176418365
2017-1355-1116,0.160716515
2017-1355-1371,0.229372551
2017-1355-1455,0.077944962
2017-1355-1243,0.249176704
2017-1355-1448,0.206915617
2017-1355-1292,0.211957733
2017-1355-1457,0.27544416
2017-1355-1245,0.373179795
2017-1355-1297,0.452270305
2017-1355-1411,0.541283745
2017-1242-1257,0.407539376
2017-1242-1332,0.601602169
2017-1242-1345,0.657561303
2017-1242-1235,0.629869227
2017-1242-1166,0.748008822
2017-1242-1276,0.622765557
2017-1242-1274,0.727269468
2017-1242-1277,0.839597751
2017-1242-1329,0.713970094
2017-1242-1348,0.751785935
2017-1242-1305,0.866378803
2017-1242-1436,0.741532664
2017-1242-1233,0.887161007
2017-1242-1240,0.923393314
2017-1242-1300,0.899721724
2017-1242-1413,0.971510283
2017-1242-1314,0.41557481
2017-1242-1246,0.413466649
2017-1242-1417,0.641155376
2017-1242-1139,0.612369982
2017-1242-1278,0.759207384
2017-1242-1153,0.588473022
2017-1242-1173,0.761853093
2017-1242-1116,0.739328672
2017-1242-1371,0.812748134
2017-1242-1455,0.558335323
2017-1242-1243,0.829859584
2017-1242-1448,0.793540906
2017-1242-1292,0.796120732
2017-1242-1457,0.849129279
2017-1242-1245,0.897744628
2017-1242-1297,0.923571429
2017-1242-1411,0.945239536
2017-1257-1332,0.674915033
2017-1257-1345,0.722900421
2017-1257-1235,0.699617223
2017-1257-1166,0.800663534
2017-1257-1276,0.694558829
2017-1257-1274,0.787782855
2017-1257-1277,0.877137599
2017-1257-1329,0.77182969
2017-1257-1348,0.803813566
2017-1257-1305,0.895687833
2017-1257-1436,0.795904036
2017-1257-1233,0.913955748
2017-1257-1240,0.94242354
2017-1257-1300,0.923427787
2017-1257-1413,0.978521787
2017-1257-1314,0.495406075
2017-1257-1246,0.49355372
2017-1257-1417,0.708619435
2017-1257-1139,0.684161433
2017-1257-1278,0.80955387
2017-1257-1153,0.6626047
2017-1257-1173,0.812673056
2017-1257-1116,0.794654582
2017-1257-1371,0.854714707
2017-1257-1455,0.63525777
2017-1257-1243,0.8701088
2017-1257-1448,0.837859409
2017-1257-1292,0.841278288
2017-1257-1457,0.883059296
2017-1257-1245,0.922315297
2017-1257-1297,0.941628718
2017-1257-1411,0.95902112
2017-1332-1345,0.547630903
2017-1332-1235,0.515740487
2017-1332-1166,0.653492417
2017-1332-1276,0.509687659
2017-1332-1274,0.626178113
2017-1332-1277,0.76877146
2017-1332-1329,0.610374444
2017-1332-1348,0.657211278
2017-1332-1305,0.804520808
2017-1332-1436,0.645208594
2017-1332-1233,0.832405875
2017-1332-1240,0.883683674
2017-1332-1300,0.850239876
2017-1332-1413,0.956973112
2017-1332-1314,0.308646448
2017-1332-1246,0.306307236
2017-1332-1417,0.529232474
2017-1332-1139,0.497320957
2017-1332-1278,0.66667365
2017-1332-1153,0.472212335
2017-1332-1173,0.666978155
2017-1332-1116,0.641158719
2017-1332-1371,0.73406723
2017-1332-1455,0.441466319
2017-1332-1243,0.755068147
2017-1332-1448,0.708138754
2017-1332-1292,0.713166266
2017-1332-1457,0.778899557
2017-1332-1245,0.847628438
2017-1332-1297,0.884494109
2017-1332-1411,0.916963877
2017-1345-1235,0.454884807
2017-1345-1166,0.596604068
2017-1345-1276,0.45021167
2017-1345-1274,0.56561219
2017-1345-1277,0.720989908
2017-1345-1329,0.551695168
2017-1345-1348,0.600678224
2017-1345-1305,0.766644943
2017-1345-1436,0.58737735
2017-1345-1233,0.795484416
2017-1345-1240,0.855322573
2017-1345-1300,0.8170367
2017-1345-1413,0.945721403
2017-1345-1314,0.263652786
2017-1345-1246,0.260304598
2017-1345-1417,0.468268061
2017-1345-1139,0.436685944
2017-1345-1278,0.611152652
2017-1345-1153,0.412195429
2017-1345-1173,0.611426145
2017-1345-1116,0.582818649
2017-1345-1371,0.683364417
2017-1345-1455,0.382966957
2017-1345-1243,0.704755654
2017-1345-1448,0.656644727
2017-1345-1292,0.660216488
2017-1345-1457,0.736104031
2017-1345-1245,0.812966948
2017-1345-1297,0.858409258
2017-1345-1411,0.895394266
2017-1235-1166,0.625670409
2017-1235-1276,0.481846648
2017-1235-1274,0.597025952
2017-1235-1277,0.744749566
2017-1235-1329,0.583109995
2017-1235-1348,0.630006545
2017-1235-1305,0.787332192
2017-1235-1436,0.616957824
2017-1235-1233,0.814825844
2017-1235-1240,0.870179715
2017-1235-1300,0.834528192
2017-1235-1413,0.950513051
2017-1235-1314,0.287228976
2017-1235-1246,0.284229332
2017-1235-1417,0.500291163
2017-1235-1139,0.468503381
2017-1235-1278,0.639922921
2017-1235-1153,0.443560533
2017-1235-1173,0.641558515
2017-1235-1116,0.613152181
2017-1235-1371,0.708841223
2017-1235-1455,0.413464631
