id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_name,team2_name,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_rpi_rating,team2_rpi_rating,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_fg3rate,team1_oppfg3rate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_fg3rate,team2_oppfg3rate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_ap_preseason,team2_ap_preseason,team1_coaches_postseason,team2_coaches_postseason,team1_ap_postseason,team2_ap_postseason
2017-1196-1315,1196,1315,2017,4,15,W04,X15,4,15,W,X,R5WX,glendale,33.5275,-112.2625,Florida,North Dakota,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,brian-jones-2,Brian Jones,0,0,0,0,0,0,124,133,133,22,8,22,8,0.64,0.515,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,51.5625,38.430583501,73.178807947,7.10382513661,49.3624772313,34.7744360902,68.5847589425,5.98958333333,30.1394784718,32.6380368098,52.6114649682,44.704264099,0.103498515836,0.0909239298,70.5465,68.6621,109.945,115.869,93.6834,89.4916,72.5927,71.1477,106.471,102.936,100.326,103.255,29.638248,-82.361195,47.92188,-97.070824,,,,,17.0,,20.0,
2017-1196-1355,1196,1355,2017,4,16,W04,X16,4,16,W,X,R5WX,glendale,33.5275,-112.2625,Florida,S Dakota St,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,tj-otzelberger-1,TJ Otzelberger,0,0,0,0,0,0,18,15,15,18,15,18,15,0.64,0.506,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,53.4375,36.1077111383,77.1151178918,6.79886685552,52.4079320113,37.2636262514,72.8301886792,10.2083333333,45.9763646595,45.9141981614,51.6089108911,53.0337078652,0.0727155117131,0.0968053131395,70.5465,68.6621,109.945,115.869,93.6834,89.4916,69.2813,66.9248,110.106,110.811,111.623,112.146,29.638248,-82.361195,44.31942,-96.783415,,,,,17.0,,20.0,
2017-1196-1242,1196,1242,2017,4,1,W04,Y01,1,4,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Kansas,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,bill-self-1,Bill Self,13,18,8,11,2,2,620,86,191,28,3,28,3,0.64,0.653,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,53.1897926635,40.4934687954,66.5734265734,11.4503816794,45.0381679389,35.7142857143,71.1221122112,9.64912280702,35.460627895,33.4349593496,55.0739957717,49.9393939394,0.0959486545038,0.0976774590895,70.5465,68.6621,109.945,115.869,93.6834,89.4916,71.434,70.0876,114.544,120.844,100.058,94.8803,29.638248,-82.361195,38.957351,-95.24587,,2.0,,3.0,17.0,3.0,20.0,3.0
2017-1196-1257,1196,1257,2017,4,2,W04,Y02,2,4,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Louisville,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,rick-pitino-1,Rick Pitino,12,20,7,13,3,7,769,141,269,24,7,24,7,0.64,0.645,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,50.1886792453,35.905511811,68.4750733138,15.1777970512,44.4058976583,30.8777429467,69.1011235955,8.0,32.3979591837,35.6225572306,48.712206047,48.2369534556,0.0972064399266,0.0738048895739,70.5465,68.6621,109.945,115.869,93.6834,89.4916,68.8944,67.8264,111.755,117.143,95.3044,90.4376,29.638248,-82.361195,38.215752,-85.758843,,14.0,,13.0,17.0,10.0,20.0,10.0
2017-1196-1332,1196,1332,2017,4,3,W04,Y03,3,4,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Oregon,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,dana-altman-1,Dana Altman,4,12,2,2,0,0,593,68,311,29,4,29,4,0.64,0.643,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,54.8027444254,37.8666666667,70.6060606061,17.7339901478,45.8128078818,31.1111111111,71.511627907,9.8627787307,39.1440501044,37.1517027864,58.3965330444,48.5933503836,0.0947659369105,0.0684420655464,70.5465,68.6621,109.945,115.869,93.6834,89.4916,68.7979,66.6161,113.722,117.752,95.081,93.9502,29.638248,-82.361195,44.044515,-123.07398,,5.0,,5.0,17.0,9.0,20.0,9.0
2017-1196-1345,1196,1345,2017,4,4,W04,Y04,4,4,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Purdue,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,matt-painter-1,Matt Painter,8,9,2,2,0,0,288,140,145,25,6,25,6,0.64,0.613,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,52.4675324675,40.6205923836,76.3693270736,6.10221205187,45.8428680397,32.2580645161,71.2359550562,8.91774891775,38.0364806867,33.1804281346,64.8769574944,49.075215783,0.0736185501113,0.0908109061253,70.5465,68.6621,109.945,115.869,93.6834,89.4916,70.0958,68.7679,112.986,116.91,94.7687,92.7221,29.638248,-82.361195,40.428206,-86.914435,,15.0,,15.0,17.0,15.0,20.0,15.0
2017-1196-1235,1196,1235,2017,4,5,W04,Y05,4,5,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Iowa St,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,steve-prohm-1,Steve Prohm,1,2,1,1,0,0,150,21,50,23,9,23,9,0.64,0.611,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,51.1961722488,40.2200488998,69.5804195804,8.93939393939,47.1212121212,34.8422496571,70.2087286528,9.25039872408,39.4787644788,35.5783308931,53.7590113285,50.6849315068,0.109986778409,0.064475008033,70.5465,68.6621,109.945,115.869,93.6834,89.4916,70.637,68.0166,112.325,119.607,100.85,96.4621,29.638248,-82.361195,42.026368,-93.648353,,,,24.0,17.0,20.0,20.0,17.0
2017-1196-1166,1196,1166,2017,4,6,W04,Y06,4,6,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Creighton,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,greg-mcdermott-1,Greg McDermott,3,6,0,0,0,0,315,80,211,25,8,25,8,0.64,0.603,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,56.8181818182,40.0837988827,68.345323741,7.64381402679,49.8817966903,33.3783783784,67.7700348432,7.52351097179,35.9437751004,36.8342458935,56.2252964427,47.9545454545,0.0847997493603,0.0914834734479,70.5465,68.6621,109.945,115.869,93.6834,89.4916,72.5417,70.7239,112.19,115.688,100.347,96.0481,29.638248,-82.361195,41.265325,-95.947029,,23.0,,22.0,17.0,,20.0,
2017-1196-1276,1196,1276,2017,4,7,W04,Y07,4,7,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Michigan,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,john-beilein-1,John Beilein,6,10,2,4,1,1,505,133,308,23,10,23,10,0.64,0.599,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,56.3725490196,37.9928315412,77.4475524476,7.31895223421,50.0,37.7142857143,67.9764243615,7.94117647059,45.0726978998,28.7986834888,52.1836506159,45.4545454545,0.0911893946734,0.0661123111382,70.5465,68.6621,109.945,115.869,93.6834,89.4916,63.7952,62.6075,116.14,121.306,102.043,99.543,29.638248,-82.361195,42.276138,-83.743132,,,,,17.0,,20.0,23.0
2017-1196-1274,1196,1274,2017,4,8,W04,Y08,4,8,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Miami FL,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,jim-larranaga-1,Jim Larranaga,2,7,2,3,0,1,581,67,376,21,10,21,10,0.64,0.587,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,49.8725573492,35.9019264448,71.8333333333,10.7545533391,45.880312229,33.0605564648,73.6220472441,8.32625318607,32.6659038902,34.6371882086,48.1060606061,51.5731874145,0.0980227278188,0.0941786992768,70.5465,68.6621,109.945,115.869,93.6834,89.4916,64.8294,62.8555,106.563,110.406,98.2915,93.4433,29.638248,-82.361195,25.720406,-80.27645,,,,,17.0,,20.0,
2017-1196-1277,1196,1277,2017,4,9,W04,Y09,4,9,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Michigan St,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,tom-izzo-1,Tom Izzo,19,19,13,13,7,7,543,218,218,19,13,19,13,0.64,0.578,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,52.3936170213,37.5907111756,66.4495114007,12.2766122766,43.512043512,34.6645367412,72.1726190476,8.95390070922,37.9196477711,32.723470988,65.8823529412,54.8262548263,0.0650320183151,0.0853821737063,70.5465,68.6621,109.945,115.869,93.6834,89.4916,68.2354,66.5601,104.856,110.584,99.8615,95.6429,29.638248,-82.361195,42.72476,-84.473639,,9.0,,12.0,17.0,,20.0,
2017-1196-1329,1196,1329,2017,4,10,W04,Y10,4,10,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Oklahoma St,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,brad-underwood-1,Brad Underwood,0,3,0,0,0,0,109,11,25,20,11,20,11,0.64,0.588,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,50.0407497963,40.2597402597,78.650137741,8.12937062937,52.534965035,35.4515050167,72.2921914358,10.7579462103,36.09375,34.328358209,50.9518477044,51.1685116851,0.106666666667,0.0897777777778,70.5465,68.6621,109.945,115.869,93.6834,89.4916,72.5806,70.1295,116.954,124.85,107.54,102.721,29.638248,-82.361195,36.123085,-97.069743,,,,,17.0,,20.0,
2017-1196-1348,1196,1348,2017,4,11,W04,Y11,4,11,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Rhode Island,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,dan-hurley-1,Dan Hurley,0,0,0,0,0,0,123,72,95,23,8,23,8,0.64,0.593,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,50.6359300477,33.7860780985,65.4843110505,16.4128595601,45.8544839255,29.0196078431,70.7850707851,7.94912559618,31.8895506226,30.1418439716,51.5550239234,46.8115942029,0.0958470134209,0.0783365013536,70.5465,68.6621,109.945,115.869,93.6834,89.4916,67.5737,66.2594,108.418,110.076,95.7876,94.8164,29.638248,-82.361195,41.481616,-71.531052,,24.0,,23.0,17.0,,20.0,
2017-1196-1305,1196,1305,2017,4,12,W04,Y12,4,12,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Nevada,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,eric-musselman-1,Eric Musselman,0,0,0,0,0,0,52,19,19,28,5,28,5,0.64,0.601,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,49.3366500829,38.4710234279,70.3440094899,10.9386548411,48.9283074649,30.7277628032,68.5908319185,6.21890547264,40.2082300446,35.4176610979,60.1984564498,51.797752809,0.0747594068812,0.0780636900582,70.5465,68.6621,109.945,115.869,93.6834,89.4916,70.915,69.5098,112.28,114.54,99.7493,101.217,29.638248,-82.361195,39.552523,-119.82526,,,,,17.0,,20.0,
2017-1196-1436,1196,1436,2017,4,13,W04,Y13,4,13,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Vermont,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,john-becker-1,John Becker,1,1,0,0,0,0,139,67,67,29,4,29,4,0.64,0.584,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,55.6280587276,36.7021276596,70.0320512821,11.7131474104,46.6932270916,34.495412844,70.7112970711,7.25938009788,31.5083798883,30.2777777778,49.1563554556,44.1860465116,0.085433377056,0.0826475060651,70.5465,68.6621,109.945,115.869,93.6834,89.4916,65.2644,64.2113,112.739,110.856,96.2827,98.9585,29.638248,-82.361195,44.479262,-73.198128,,,,,17.0,,20.0,
2017-1196-1233,1196,1233,2017,4,14,W04,Y14,4,14,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Iona,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,tim-cluess-1,Tim Cluess,3,3,0,0,0,0,162,76,76,22,11,22,11,0.64,0.541,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,49.3227091633,39.7129186603,76.9938650307,7.38844184345,47.1836137527,35.98937583,69.6327683616,7.88844621514,39.9808703969,35.5188679245,55.8359621451,53.8209606987,0.094472361809,0.0651256281407,70.5465,68.6621,109.945,115.869,93.6834,89.4916,72.4396,70.3745,110.079,110.282,103.915,106.283,29.638248,-82.361195,40.927107,-73.785635,,,,,17.0,,20.0,
2017-1196-1240,1196,1240,2017,4,15,W04,Y15,4,15,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,Jacksonville St,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,ray-harper-1,Ray Harper,0,2,0,0,0,0,109,13,77,20,13,20,13,0.64,0.509,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,50.8755760369,36.68261563,71.6753022453,10.6170598911,44.7368421053,37.915407855,71.986970684,8.66359447005,36.6238317757,37.5283446712,56.5217391304,49.4623655914,0.0692012623265,0.0882912657269,70.5465,68.6621,109.945,115.869,93.6834,89.4916,64.9709,63.4247,105.63,105.412,103.909,104.829,29.638248,-82.361195,33.822128,-85.766644,,,,,17.0,,20.0,
2017-1196-1300,1196,1300,2017,4,16,W04,Y16a,4,16,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,NC Central,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,levelle-moton-1,LeVelle Moton,1,1,0,0,0,0,151,101,101,24,7,24,7,0.64,0.484,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,52.9577464789,33.282674772,69.2821368948,8.55148342059,45.8987783595,29.1338582677,63.1364562118,7.41784037559,38.1892048752,35.654126895,52.2349936143,43.8818565401,0.0860477907474,0.0699138299823,70.5465,68.6621,109.945,115.869,93.6834,89.4916,68.1792,66.2009,107.753,102.936,93.6945,101.909,29.638248,-82.361195,35.974237,-78.898602,,,,,17.0,,20.0,
2017-1196-1413,1196,1413,2017,4,16,W04,Y16b,4,16,W,Y,R6CH,glendale,33.5275,-112.2625,Florida,UC Davis,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,jim-les-1,Jim Les,0,1,0,1,0,0,239,102,242,21,11,21,11,0.64,0.504,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,46.9337694195,35.0626118068,66.1202185792,9.63026655202,48.0653482373,32.730015083,70.8469055375,9.0760425184,31.3692480359,36.308871851,51.9480519481,53.8659793814,0.0790347108906,0.0954632743903,70.5465,68.6621,109.945,115.869,93.6834,89.4916,69.6275,68.3783,98.5302,97.8831,97.8132,102.657,29.638248,-82.361195,38.539895,-121.751958,,,,,17.0,,20.0,
2017-1196-1314,1196,1314,2017,4,1,W04,Z01,1,4,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,North Carolina,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,roy-williams-1,Roy Williams,12,26,8,17,4,8,810,114,215,27,6,27,6,0.64,0.647,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,51.1490479317,36.6564417178,70.6536856745,8.9527027027,46.7060810811,34.2412451362,71.986970684,10.1116217991,29.9770114943,39.4373401535,59.0373280943,47.2460220318,0.093759646727,0.0870625291037,70.5465,68.6621,109.945,115.869,93.6834,89.4916,72.1311,70.5369,116.337,122.118,98.192,94.0911,29.638248,-82.361195,35.912165,-79.050969,,6.0,,6.0,17.0,8.0,20.0,6.0
2017-1196-1246,1196,1246,2017,4,2,W04,Z02,2,4,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,Kentucky,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,john-calipari-1,John Calipari,6,17,5,12,4,6,690,51,191,28,4,28,4,0.64,0.648,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,53.4217877095,35.2409638554,69.5652173913,13.037037037,47.9259259259,30.9451219512,67.0503597122,7.0530726257,31.679389313,32.701894317,51.8518518519,43.1764705882,0.0805594856277,0.0632391962177,70.5465,68.6621,109.945,115.869,93.6834,89.4916,74.9612,72.7197,114.198,119.203,95.3327,92.3723,29.638248,-82.361195,38.028081,-84.510698,,4.0,,2.0,17.0,5.0,20.0,5.0
2017-1196-1417,1196,1417,2017,4,3,W04,Z03,3,4,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,UCLA,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,steve-alford-1,Steve Alford,2,9,2,3,0,0,479,43,249,29,3,29,3,0.64,0.624,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,58.7883320868,40.5204460967,74.4791666667,12.7598566308,45.017921147,36.2244897959,67.1403197158,4.33807030666,37.6399253731,35.979807251,63.7017070979,47.0394736842,0.0817975207657,0.0874666558683,70.5465,68.6621,109.945,115.869,93.6834,89.4916,74.8337,73.0361,120.722,122.716,101.061,99.8371,29.638248,-82.361195,34.068892,-118.443901,,20.0,,16.0,17.0,6.0,20.0,8.0
2017-1196-1139,1196,1139,2017,4,4,W04,Z04,4,4,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,Butler,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,chris-holtmann-1,Chris Holtmann,2,2,0,0,0,0,112,29,83,23,7,23,7,0.64,0.626,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,54.5955882353,36.3496932515,73.9682539683,8.39768339768,50.9652509653,33.44,70.1444622793,7.8125,37.4712643678,37.6279349789,49.2178098676,43.0122116689,0.0922964725292,0.0731676699325,70.5465,68.6621,109.945,115.869,93.6834,89.4916,66.9222,65.1569,112.888,118.033,101.51,97.0702,29.638248,-82.361195,39.840662,-86.171791,,,,,17.0,24.0,20.0,21.0
2017-1196-1278,1196,1278,2017,4,5,W04,Z05,4,5,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,Minnesota,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,richard-pitino-1,Richard Pitino,0,0,0,0,0,0,93,59,73,24,8,24,8,0.64,0.612,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,47.2779369628,34.4651952462,70.7006369427,16.1732851986,44.476534296,30.4721030043,68.2804674457,8.6676217765,29.6725440806,33.5412667946,57.010428737,53.1966224367,0.079522026339,0.0791012748769,70.5465,68.6621,109.945,115.869,93.6834,89.4916,70.4492,69.2307,104.14,109.592,95.8428,92.9817,29.638248,-82.361195,44.977886,-93.235352,,,,,17.0,,20.0,
2017-1196-1153,1196,1153,2017,4,6,W04,Z06,4,6,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,Cincinnati,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,mick-cronin-1,Mick Cronin,6,8,1,1,0,0,305,132,156,29,3,29,3,0.64,0.633,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,52.1285140562,34.9295774648,68.0250783699,15.061295972,40.8056042032,33.5338345865,73.7430167598,7.95180722892,36.3171355499,36.8013281682,59.1973244147,52.3947750363,0.113351498638,0.0536928151441,70.5465,68.6621,109.945,115.869,93.6834,89.4916,65.5413,63.5784,112.978,114.704,91.9132,91.5371,29.638248,-82.361195,39.131159,-84.51428,,25.0,,,17.0,16.0,20.0,18.0
2017-1196-1173,1196,1173,2017,4,7,W04,Z07,4,7,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,Dayton,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,archie-miller-1,Archie Miller,3,3,1,1,0,0,139,61,61,24,6,24,6,0.64,0.601,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,51.775147929,38.6687797147,69.123783032,11.2759643917,47.1810089021,32.3708206687,71.0571923744,10.5522682446,38.358662614,39.4248052726,61.3784135241,55.2173913043,0.106306565149,0.0636881674089,70.5465,68.6621,109.945,115.869,93.6834,89.4916,69.3093,68.4018,109.246,112.379,95.9768,96.7058,29.638248,-82.361195,39.73686,-84.173662,,,,,17.0,,20.0,
2017-1196-1116,1196,1116,2017,4,8,W04,Z08,4,8,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,Arkansas,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,mike-anderson-1,Mike Anderson,1,7,0,2,0,0,327,71,169,25,7,25,7,0.64,0.604,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,50.1786990708,36.8243243243,76.2273901809,12.7746135069,47.0301057771,33.153638814,69.9481865285,7.64832022873,29.7338021095,37.6458650431,50.8695652174,50.7281553398,0.105523006346,0.0686535222012,70.5465,68.6621,109.945,115.869,93.6834,89.4916,71.5053,69.3406,112.031,117.086,103.345,101.094,29.638248,-82.361195,36.06153,-94.178214,,,,,17.0,,20.0,
2017-1196-1371,1196,1371,2017,4,9,W04,Z09,4,9,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,Seton Hall,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,kevin-willard-1,Kevin Willard,1,1,0,0,0,0,173,100,149,21,10,21,10,0.64,0.586,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,50.038491147,33.734939759,64.3258426966,6.62751677852,47.9865771812,33.9774557166,71.7125382263,8.23710546574,30.9042553191,34.2526199669,46.5721040189,49.2975734355,0.0995549177663,0.0982095810397,70.5465,68.6621,109.945,115.869,93.6834,89.4916,68.913,67.1371,104.876,109.89,100.769,95.9148,29.638248,-82.361195,40.742859,-74.248753,,,,,17.0,,20.0,
2017-1196-1455,1196,1455,2017,4,10,W04,Z10,4,10,W,Z,R6CH,glendale,33.5275,-112.2625,Florida,Wichita St,michael-white-1,Michael White,0,0,0,0,0,0,146,22,62,24,7,24,7,gregg-marshall-1,Gregg Marshall,5,12,2,2,1,1,454,88,171,30,3,30,3,0.64,0.598,49.917218543,36.2573099415,72.6439790576,12.2529644269,45.4545454545,30.7032590051,70.653907496,7.78145695364,36.1522198732,31.5476190476,47.473560517,40.5835543767,0.106426839794,0.0765217773722,50.8488278092,40.7355021216,73.3585858586,11.1308993767,42.3864648264,30.9090909091,69.4915254237,8.8116410671,36.3683127572,38.9009793254,59.1057797165,49.2109038737,0.0970097716681,0.0743886589922,70.5465,68.6621,109.945,115.869,93.6834,89.4916,69.6587,68.4892,117.578,119.672,90.085,93.2578,29.638248,-82.361195,37.716484,-97.296733,,,,,17.0,19.0,20.0,19.0
