,seed,lat,long,fg2pct,fg3pct,ftpct,blockpct,oppfg2pct,oppfg3pct,oppftpct,oppblockpct,f3grate,oppf3grate,arate,opparate,stlrate,oppstlrate,tempo,adjtempo,oe,adjoe,de,adjde,rpi_rating,pt_school_ncaa,pt_overall_ncaa,pt_school_s16,pt_overall_s16,pt_school_ff,pt_overall_ff,pt_career_school_wins,pt_career_school_losses,pt_career_overall_losses,team_season_wins,pt_team_season_losses,pt_coach_season_wins,pt_coach_season_losses,expwin,log5,prob
467,-2,5.526227,-11.951759,-1.112094599999999,1.8867600099999962,-6.266507099999998,-0.8603870209999993,-3.4330240299999986,3.949793839999998,4.324879050000007,-0.2598092639999994,6.972838359999994,1.8884945399999964,-5.311312689999994,-0.42875060000000076,-0.0028601580000000015,0.0015189460000000071,-4.384999999999991,-5.191999999999993,3.830999999999989,4.263999999999996,-1.036999999999992,-4.277200000000008,-0.017000000000000015,0,0,1,1,0,0,-51,-2,-27,-1,1,-1,1,0.09307221005077637,0.44894436101008434,0.6823172124521232
468,-3,3.9245669999999997,-4.927707999999999,-0.798645239999999,1.4548223499999935,-4.502922560000002,2.0311508650000007,-10.501746579999995,3.697693000000001,3.7465158299999928,-2.0770988439999982,0.5082300599999954,-6.189699900000001,-5.864742449999994,-9.925291950000002,0.016411064000000003,-0.012440618,-3.609499999999997,-3.9253999999999962,1.9359999999999928,-0.75,-10.648199999999989,-8.6079,0.0040000000000000036,-5,-5,-2,-2,0,0,-143,-74,-74,4,-5,4,-5,0.09286466244167224,0.44833094136886475,0.7638866274958165
469,-4,2.725625999999999,-14.740991999999995,0.917976539999998,-2.4938143300000064,-9.421390020000004,0.06539547100000043,-5.330878130000002,2.9058377899999996,3.6842105300000014,0.21323705400000037,-8.835083980000007,-4.21507167,-2.24269494,-2.4240733600000013,0.002148853000000006,0.012904535000000009,-0.23409999999999798,-0.22129999999999939,1.649000000000001,5.370999999999995,-1.3127999999999957,-5.734199999999987,0.018000000000000016,1,1,1,1,0,0,-78,-43,-43,3,2,3,2,0.13641066834959759,0.5573478207820499,0.666129691303859
470,-5,2.119369,-12.519080999999996,-3.4643472700000046,-2.286442220000005,-3.6296830300000096,0.10831097900000053,-4.497802289999996,3.4889643500000034,8.010229339999995,-0.035153769999999085,-1.6389735900000062,1.2393402099999982,-2.5332805099999973,-3.633954899999999,0.004111797,-0.018794535999999987,-5.700699999999998,-6.4132999999999925,2.461999999999989,5.008999999999986,-2.7012,-9.506200000000007,0.03300000000000003,1,1,1,1,0,0,-3,-6,-6,-1,0,-1,0,0.20954267721425024,0.680506313340851,0.7501808868328016
471,-6,16.609596,-7.631777999999997,-4.359172489999999,1.455594039999994,-5.280326700000003,0.4786502349999999,-8.235778519999997,6.166580100000001,5.079559369999998,1.2813342110000008,5.170374099999993,-4.920727340000006,2.1968825200000026,-3.5525569300000015,0.029420611,-0.0053279509999999836,-3.0445999999999884,-1.9551999999999907,-1.2390000000000185,4.531999999999982,-9.581199999999995,-13.676199999999994,0.05400000000000005,0,0,1,1,0,0,-108,-29,-81,-1,1,-1,1,0.30046705175326727,0.7774794073349285,0.8008029463476495
472,-7,-4.8480219999999985,7.665468000000001,-0.40355960000000124,-2.9786061000000075,-8.91598744000001,2.7789219320000003,-7.318926140000002,2.7467863199999982,5.099451590000001,2.5369067330000012,6.812504829999995,0.3961751899999939,-0.827805589999997,0.9388894299999961,0.0024948540000000047,-0.00992462999999999,-7.854099999999988,-8.053899999999999,4.22699999999999,11.177999999999983,-6.991200000000006,-12.361199999999997,0.08199999999999996,1,1,1,1,0,0,-84,-118,-118,3,-1,3,-1,0.4407995476803246,0.8682565333576413,0.9020486809194036
473,-8,-1.2455619999999996,7.378059,-2.2785596000000012,-0.6557337400000023,-12.852297379999996,3.0838802130000005,-10.364380920000002,0.2575961599999985,0.8540218499999952,-1.6818432639999994,-9.024381360000007,-12.879986160000001,0.17474849000000603,-7.390554340000001,0.03327785800000001,-0.015806012999999994,-4.542699999999996,-3.831000000000003,0.5919999999999845,3.302999999999983,-18.28819999999999,-21.252200000000002,0.09099999999999997,1,1,1,1,0,0,22,0,0,7,-8,7,-8,0.46627998261322756,0.8802821709351811,0.8920168154187187
474,7,4.1165069999999995,5.840514000000002,-2.030852260000003,-5.041491399999998,-2.310606059999998,-1.567634610999999,-2.99461685,1.8069367000000014,2.562098320000004,-1.1226327410000003,1.4913553999999962,-0.40074735000000317,-3.29033639,-4.296240410000003,0.01004471500000001,-0.016678158999999998,-6.695399999999992,-6.993799999999993,-3.8460000000000036,-6.730000000000004,-6.723199999999991,-3.9865000000000066,-0.05600000000000005,-12,-17,-7,-10,-2,-2,-580,-71,-176,-3,4,-3,4,-0.009772637535209738,-0.08248682198770413,0.35614450688925925
475,6,4.858106,-3.646512999999999,0.9702611499999989,-0.45353441000000316,-4.212252800000002,-5.295049981,-2.3623465699999997,6.643479460000002,4.583086930000007,0.5264900660000009,4.554024119999994,-2.5883452300000016,3.071453330000004,-2.593799930000003,0.008786929999999998,0.007194410000000012,-4.155799999999999,-4.732600000000005,-1.0570000000000022,-3.0289999999999964,-1.9695999999999998,0.4561999999999955,-0.04800000000000004,-11,-19,-6,-12,-3,-7,-729,-126,-254,1,0,1,0,-0.0195483097249598,-0.17766212663098963,0.2890874404224999
476,5,-0.9706569999999992,33.668624,-3.6438040299999983,-2.4146892700000038,-6.343240100000003,-7.851243081,-3.76925679,6.4101113000000005,2.17258262,-1.3362886649999997,-2.1920668000000063,-4.117490790000005,-6.612873659999998,-2.9501968499999975,0.011227433000000009,0.012557234000000014,-4.059299999999993,-3.5223000000000013,-3.024000000000015,-3.6380000000000194,-1.7462000000000018,-3.0563999999999965,-0.04600000000000004,-3,-11,-1,-1,0,0,-553,-53,-296,-4,3,-4,3,0.0012439327573700032,0.009718881314970174,0.46487689205949817
477,4,2.645652,-2.4909209999999966,-1.308592070000003,-5.168614980000001,-12.10650656,3.780535017,-3.799316949999998,5.263157890000002,2.4482554700000065,-0.3912588519999982,-1.0844973900000028,-0.14621613000000622,-13.093298109999992,-3.4320622500000013,0.03237482,-0.009811605999999987,-5.357199999999992,-5.674099999999996,-2.288000000000011,-2.7960000000000065,-1.4338999999999942,-1.8282999999999987,-0.016000000000000014,-7,-8,-1,-1,0,0,-248,-125,-130,0,1,0,1,-0.003065776144650423,-0.024670564409623175,0.5270931472918402
478,3,1.0474899999999998,4.242997000000003,-0.037231849999997735,-4.768071500000005,-5.31759907,0.9433531300000002,-5.077661030000002,2.67897275,3.475481880000004,-0.7239086579999991,-2.5267811800000075,-2.54411889,-1.9753519499999967,-5.041777979999999,-0.003993408000000004,0.01652429200000001,-5.898399999999995,-4.922799999999995,-1.6270000000000095,-5.493000000000023,-7.515199999999993,-5.568300000000008,-0.014000000000000012,0,-1,0,0,0,0,-110,-6,-35,2,-2,2,-2,0.009662788635798392,0.07143670577326222,0.4959418277944865
479,2,1.8085329999999997,6.541673000000003,-5.659241420000001,-4.631821480000006,-4.08250323,2.238933042,-7.8382456000000005,4.142844029999999,5.9141756900000075,1.0029790940000005,1.0082081999999986,-3.8000338900000017,-4.441637059999998,-2.3113919199999984,0.021193620999999996,-0.010484173,-7.803100000000001,-7.630099999999999,-1.4920000000000044,-1.573999999999998,-7.012200000000007,-5.154300000000006,-0.006000000000000005,-2,-5,1,1,0,0,-275,-65,-196,0,-1,0,-1,0.03721640578279817,0.23397023105125075,0.6334600981987609
480,1,0.79772,-5.662223999999998,-5.213608620000002,-2.5408541400000004,-13.184731940000006,2.5637948350000004,-7.956448909999999,-0.1930632999999986,5.707786170000006,0.5853135950000006,-8.120714600000007,4.235528509999998,-0.3999912399999985,0.18860808000000162,0.014803974999999997,0.014886989000000017,0.943400000000004,0.48629999999999995,-5.442000000000007,-7.192000000000007,-8.70819999999999,-8.649199999999993,-0.0020000000000000018,-5,-9,-1,-3,-1,-1,-465,-118,-293,2,-3,2,-3,0.025216106885643685,0.16957848800389513,0.49056661607448726
481,0,17.353452,-9.128905999999997,1.2863830499999978,-0.4499490399999999,-7.570512820000005,-0.8718062709999987,-3.83676114,4.460665949999999,0.06216329000000087,0.20023688000000028,4.286079409999992,-1.6029762100000013,3.677598770000003,-5.930033880000003,0.007970642,-0.013179398999999994,-0.09080000000000155,0.2383000000000024,4.135000000000005,3.707999999999984,-4.956699999999998,-2.5494999999999948,0.009999999999999898,-1,-6,-1,-2,0,-1,-541,-52,-361,4,-3,4,-3,0.05995464046011734,0.3354927809088435,0.6046716566448979
482,-1,0.3490979999999997,-4.9317169999999955,-1.234676620000002,-2.1387337800000026,-2.186690889999994,-2.3938652109999996,-1.468492419999997,2.8566856699999974,1.511591480000007,-0.4274106429999982,-0.9676644700000026,0.3107410099999939,-14.098693560000001,-9.183101300000004,0.040961352000000006,-0.004382873999999995,-3.4967999999999932,-3.466300000000004,5.8419999999999845,3.529999999999987,-6.526700000000005,-4.7490999999999985,0.019000000000000017,-18,-18,-12,-12,-7,-7,-503,-203,-203,6,-6,6,-6,0.09042607694748062,0.44104320126181695,0.7556555280854246
483,-2,6.950773,7.664387000000001,1.1181906000000055,-4.807762860000004,-14.387317230000008,1.7533764400000003,-10.491413950000002,2.069717390000001,1.3920190900000051,-2.231456143999999,0.8582332999999949,-1.294146210000001,0.8318116800000013,-5.525358160000003,-0.0006732969999999894,-0.008778477999999992,-7.841999999999999,-7.035699999999991,-6.256,-10.736000000000004,-14.205200000000005,-11.827200000000005,0.009000000000000008,1,-2,1,1,0,0,-69,4,-10,5,-4,5,-4,0.0278067610945667,0.184228126987053,0.5918558311008232
484,-3,1.5922419999999997,-17.874304,0.5230103499999998,1.6658992999999924,-1.221490540000005,-6.530112491000001,-3.8109328399999995,8.501614570000001,2.8991397399999954,0.5773644700000009,5.0624326799999935,2.8923680299999965,0.22863546000000667,-1.1684406700000025,0.010146356999999995,0.0026627990000000074,-2.835099999999997,-3.1655999999999977,2.280000000000001,4.0379999999999825,-2.4527999999999963,-3.9226000000000028,0.0040000000000000036,1,1,1,1,0,0,-83,-57,-80,2,-1,2,-1,0.08427499037543396,0.4219776553580012,0.6392035312949021
485,-4,3.5213349999999997,30.419904000000002,1.8222903200000005,-3.0190460300000055,-6.081188980000007,-1.0559077709999993,-6.884756369999998,6.793459609999996,5.093378610000002,2.3075845930000014,-3.2562467400000017,-2.383449100000007,-8.414797069999999,-6.154599279999999,0.031233963000000003,0.002935610000000005,-6.176400000000001,-6.415999999999997,-1.5820000000000078,-0.42600000000001614,-6.414500000000004,-10.323200000000014,-0.0040000000000000036,1,1,1,1,0,0,-12,-4,-4,-3,2,-3,2,0.12624346502354333,0.5350045243057844,0.7946238987779561
486,-5,-1.405403999999999,-16.207227999999997,-4.469118330000001,-1.2501502600000052,-5.769230770000007,-1.830400340999999,-4.6496759999999995,3.02580957,2.972913460000001,1.2671099680000015,5.443603409999994,2.7564342199999956,2.627303920000003,1.4571070200000023,0.020559993000000013,-0.0016482059999999854,-0.5257999999999896,-1.1174999999999926,-2.040999999999997,3.2579999999999814,-2.947900000000004,-8.064700000000002,0.013000000000000012,0,0,1,1,0,0,-99,-52,-52,-4,3,-4,3,0.14512661720364173,0.5752634290359222,0.625737699693449
487,-6,2.146750999999999,-15.619721000000002,1.8362312399999965,-4.260941260000003,-12.731044519999998,2.4943052260000007,-5.140062659999998,1.5318465799999998,4.051442170000001,0.6380438510000008,-3.0288870999999986,-2.4846559200000016,-4.052302769999997,-8.177807170000008,0.011521008000000013,0.015873672000000005,-7.700999999999993,-7.280699999999996,0.6189999999999998,3.8319999999999794,-10.580200000000005,-15.389199999999988,0.05599999999999994,-2,-2,1,1,0,0,-122,-61,-61,3,-4,3,-4,0.32728365310855445,0.7989787870708627,0.8206848684674428
488,-7,9.25173,-3.638711999999998,0.2833643600000002,-1.2306382300000038,-7.412481740000004,-0.7343128209999996,-2.6932910199999966,-0.39418545000000194,1.6972398500000025,-0.13710440399999868,0.3281515199999916,-4.494132670000006,-4.738079749999997,-3.819212059999998,0.036792108000000004,-0.007291965999999983,-0.23229999999999507,-0.33089999999999975,5.067999999999998,8.701999999999984,-10.57419999999999,-13.935199999999995,0.08799999999999997,1,-1,1,1,0,0,-69,2,-62,5,-6,5,-6,0.4159651663141207,0.8554881324065122,0.8751731757367717
489,-8,7.099621,-10.506753999999997,-1.7988060799999985,2.169302629999997,-5.0193163800000065,1.3312636480000002,-3.8552272700000003,8.387364139999999,10.547754320000003,1.108649690000001,-1.2372215800000035,-2.6199148999999977,-0.4513342299999934,1.7612969899999982,0.019945579000000005,0.011085470000000014,-3.4405999999999892,-3.1071000000000026,2.9450000000000074,11.177999999999983,-0.3597000000000037,-11.015199999999993,0.11299999999999999,0,0,1,1,0,0,-111,-86,-86,1,0,1,0,0.4031083667410442,0.8484249448873731,0.8402232206552448
490,-8,4.533963,32.346602000000004,4.2251709800000015,0.38936558999999704,-1.8573980700000021,0.2524805170000004,-6.021797149999998,4.791207329999999,2.837304990000007,-0.5495524519999986,5.582735259999996,-3.274659850000006,-0.16439256999999685,-8.22282585,0.02695865900000001,-0.01446397399999999,-4.8888999999999925,-5.284499999999994,12.1678,16.23089999999999,-4.4783999999999935,-11.763200000000012,0.09299999999999997,1,0,1,0,0,0,-199,-87,-227,4,-4,4,-4,0.5654886229191036,0.9189093182487184,0.9530498933222447
491,7,7.161693,-10.354387,0.009892469999996933,-1.2044643199999996,-6.390865160000004,0.9300443660000006,-4.662529989999996,3.2799772700000034,1.6972398500000025,-1.585131733999999,6.974971809999996,-6.403128150000001,-7.2536687099999995,-1.6028684999999996,0.012233723000000016,-0.006063228999999989,-7.392499999999998,-7.443100000000001,-5.63900000000001,-8.004000000000005,-4.857200000000006,-3.1972999999999985,-0.050000000000000044,-11,-25,-7,-16,-4,-8,-770,-99,-200,-2,1,-2,1,-0.020594013679738565,-0.188715103969525,0.29652004489691397
492,6,5.045777,-4.894658,-2.262847309999998,0.21101353999999617,-5.302396880000003,-3.154289970999999,-5.882374839999997,6.576100459999999,6.633850820000006,1.4734174400000004,5.272593989999994,0.3323176799999956,-0.06819246999999962,2.4666829399999983,0.025433884000000004,0.017760104000000013,-10.2226,-9.625900000000001,-3.5,-5.088999999999999,-1.9979000000000013,-1.4784999999999968,-0.051000000000000045,-5,-16,-4,-11,-4,-6,-650,-36,-176,-3,3,-3,3,-0.01752566726584026,-0.15678995410716084,0.29199672400973253
493,5,9.004966,29.038545000000003,-7.6293916899999985,-5.068468700000004,-10.21634616,-2.8771095609999993,-2.9743700599999983,1.2967326099999994,6.543890810000008,4.188419759000001,-0.6879420700000054,-2.9455952500000038,-11.918047719999997,-1.396320150000001,0.024195849000000005,-0.00646735599999998,-10.095099999999988,-9.942300000000003,-10.024000000000015,-8.602000000000018,-7.726200000000006,-8.943300000000008,-0.027000000000000024,-1,-8,-1,-2,0,0,-439,-28,-234,-4,4,-4,4,0.017172890629107318,0.12114834354459436,0.5083488668996096
494,4,3.2331959999999995,-3.2335649999999987,-3.436647839999999,-0.8977158500000044,-9.705433460000009,1.4850636710000007,-8.921699879999998,4.081222410000002,3.5397482500000024,0.7139900660000009,-0.5192810700000052,-4.593722980000003,2.5658495099999996,2.63094186,0.013696897,0.007831630000000006,-2.1835999999999984,-2.0630999999999915,-2.1899999999999977,-3.918999999999997,-8.175200000000004,-6.176400000000001,-0.029000000000000026,-1,-1,1,1,0,0,-72,-14,-68,2,0,2,0,0.027375507709614055,0.18181968610950888,0.4780661506893338
495,3,-1.9040280000000003,3.8299960000000013,3.8810034400000006,0.9867821499999962,-6.437816429999998,-6.290538130999998,-2.432983209999996,7.049119409999996,5.403743079999998,-0.14113171099999988,7.279439219999993,-0.5070547900000051,-5.226769359999999,-7.553468909999999,0.026471344000000008,0.0018980250000000115,-5.7105999999999995,-6.136899999999997,6.557999999999993,4.521999999999977,-2.5079999999999956,-2.0879000000000048,-0.015000000000000013,1,1,1,1,0,0,-53,-44,-58,1,-1,1,-1,0.06313090655474318,0.3479247456072811,0.6493810210224943
496,2,3.942699,-4.891075999999998,-0.9695736600000018,0.5223999399999997,-3.7622578600000054,-5.178548900999999,1.2379468899999964,3.987387820000002,-0.05880623000000185,0.574682837000001,0.6348477499999916,-3.7671161700000013,-7.413665029999997,-6.75162151,-0.007358129000000005,0.027306485000000012,-0.8027000000000015,-0.48460000000000036,-2.280000000000001,-0.5900000000000034,1.421599999999998,-0.6432999999999964,-0.03600000000000003,-5,-7,0,0,0,0,-265,-117,-141,-4,4,-4,4,0.0013964585403893892,0.010899349815114867,0.45072277936787214
497,1,3.3369979999999995,-5.231693999999997,-0.6162075300000041,-3.2168023100000056,-4.860962520000001,-1.3932173209999998,-5.137457809999994,5.1504017399999995,2.6270181600000058,-2.025778173999999,-1.4066793100000083,-6.390593270000004,-9.59475414,-9.574237769999996,-0.0003131950000000022,0.017311133000000006,-4.570699999999988,-5.307999999999993,1.451999999999984,1.7349999999999994,-2.641999999999996,-5.811999999999998,-0.0040000000000000036,-2,-2,0,0,0,0,-99,-46,-46,1,1,1,1,0.08283240273801085,0.41735851468598295,0.6505376137154855
498,0,7.012328,4.772858000000003,0.9802413299999984,-1.3723469200000054,-11.964569670000003,-2.8918664409999995,-4.986554689999998,4.367583600000003,3.7360240000000005,0.8781698370000015,7.218181189999996,-4.61165304,0.9140941600000048,-5.085001810000001,0.0004703640000000009,0.012345778000000002,-6.7667,-6.246799999999993,-1.3330000000000126,-2.9720000000000084,-10.010199999999998,-10.200199999999995,-0.007000000000000006,0,-6,1,-1,0,0,-287,-56,-154,0,0,0,0,0.08782960507564253,0.4331171883819758,0.6217300589333025
499,-1,2.3309990000000003,-15.156602999999993,1.12044925,1.7170376399999938,-0.06302218999999809,3.255230290000001,-5.9430260899999965,3.543766689999998,1.9716722999999945,0.2893846,6.047727979999994,-1.2184079700000012,5.2115553600000055,-3.6544199100000014,0.006438451999999997,-0.01721028099999998,-4.1743999999999915,-4.043300000000002,5.8219999999999885,4.2239999999999895,-7.43419999999999,-5.021000000000001,0.01100000000000001,0,0,1,1,0,0,-133,-85,-134,4,-3,4,-3,0.10494581907424794,0.4823542825977986,0.7171808810119492
500,-2,5.357374,7.891377,0.3101125899999957,-5.283524720000003,-9.095765350000008,-1.2481523110000001,-0.3429137400000002,6.6121315,4.192685109999999,-0.2851510009999991,0.5836705399999929,-5.866767330000002,-7.322120339999998,-3.5677503400000035,0.00898359800000001,0.006610641,-4.920099999999991,-5.395399999999995,-6.8799999999999955,-5.558000000000021,3.2498000000000076,-2.3640000000000043,-0.0010000000000000009,-4,-11,-1,-1,-1,-1,-414,-73,-156,-5,4,-5,4,-0.014334563063735928,-0.12515497596974878,0.4189109573598644
501,-3,3.885241999999999,7.175721000000001,-0.29737028000000265,-0.6034925500000057,-4.755160130000007,-0.4563761709999987,-2.538748329999997,-0.7904659000000009,1.7454350200000022,-1.093986545,0.5322302099999945,-0.7192126600000037,-8.681456899999993,-10.485878730000003,-0.009217989999999995,-0.011884276999999985,-2.8610999999999933,-2.856499999999997,4.795000000000002,2.032999999999987,-5.233400000000003,-3.630899999999997,0.027000000000000024,-1,-9,1,-2,0,-1,-371,-51,-206,6,-5,6,-5,0.05546394323778969,0.31725026942480494,0.7374051226128501
502,-3,6.938556999999999,-9.126352,-0.7079427199999984,-3.204739020000005,-12.962310380000005,-0.4442753110000002,-9.247326709999996,1.7972711199999978,1.3830741700000004,-1.3761073369999988,1.7259054899999953,-5.840064700000006,-3.672910779999995,-6.914985999999999,0.029695766,-0.0031460579999999932,-6.937999999999988,-7.193699999999993,-4.596000000000004,-6.7760000000000105,-15.725200000000001,-12.713200000000015,0.009000000000000008,1,0,1,1,0,0,-40,-36,-65,7,-5,7,-5,0.07692841159228614,0.39783362201224826,0.6934070117646008
503,-4,7.224719,-3.0432619999999986,-2.6697176700000043,-1.546277400000001,-5.790655430000001,1.4142786010000012,-4.713205670000001,5.066527190000002,2.9149797600000085,2.7645492020000013,6.666571039999994,-2.3181467700000056,-1.9039761899999945,-4.496511269999999,0.001384766999999995,0.011107963000000012,-1.3573999999999984,-1.0168000000000035,-1.1530000000000058,2.4169999999999874,-2.0729999999999933,-6.1325999999999965,0.0010000000000000009,-1,-3,1,1,0,0,-337,-163,-213,-5,4,-5,4,0.09720913292041122,0.4609537076838566,0.6929996812081587
504,-5,8.135348,-8.376693,-0.0015035999999994942,-2.5375787400000007,-7.667004050000003,-3.637661091,-3.70474823,5.738276670000001,1.3264869500000032,-1.463419116999999,-6.645057110000003,-2.3858868500000057,3.4127320600000033,4.593355410000001,0.021975585000000006,-0.00210524799999999,-6.487399999999994,-7.691500000000005,1.8309999999999889,7.618999999999986,-3.6814999999999998,-10.984199999999987,0.040999999999999925,1,1,1,1,0,0,-62,-42,-42,-1,2,-1,2,0.30716770781865443,0.7830894270825262,0.7677421310786633
505,-6,1.9270019999999999,-8.063102999999995,2.51802481,4.019616659999997,-7.4671373000000045,0.2227779810000019,-5.869895589999999,2.514248909999999,3.480722159999999,2.732498650000001,1.9148085799999919,-2.6196915300000043,6.200235170000006,-5.562357380000002,0.018618164000000006,-0.0022737829999999876,-5.6434,-5.046999999999997,4.969999999999999,9.677999999999983,-8.110199999999992,-11.8112,0.08199999999999996,1,1,1,1,0,0,-82,-64,-64,3,-5,3,-5,0.3840002679576964,0.8372954483745534,0.8367353466405184
506,-7,4.044637,-4.939396999999996,-0.7385928100000001,-0.6770548600000055,-3.379932050000008,3.3058849450000007,-8.035688209999996,4.759911959999997,2.7560143799999963,-4.186982423999998,-5.420898060000006,-0.6494453800000031,-0.09058487999999443,0.27498251000000096,0.026201097000000007,-0.004142174999999984,-5.365299999999991,-4.602800000000002,3.806999999999988,7.444999999999993,-9.228199999999987,-14.443200000000004,0.05400000000000005,1,1,1,1,0,0,6,-15,-16,1,-2,1,-2,0.3958405263191118,0.8442841416273206,0.8775623107112328
507,-8,13.35139,5.956605,1.042571119999998,5.811258839999997,-9.13900597,2.5439267670000003,-6.927642329999998,5.1074293099999934,5.54396663,-0.3175751009999992,2.8181049099999953,4.574938199999995,4.15332763,-2.5830105499999974,0.0029157669999999997,0.0069517160000000106,-4.640299999999996,-5.2089,4.128,10.435999999999993,-9.357200000000006,-16.422200000000004,0.06599999999999995,-1,-6,1,0,0,-1,-296,-52,-204,2,-3,2,-3,0.5297774633062549,0.9063097652719718,0.9092798855356379
508,-1,-5.801288,7.493273,2.0744755100000063,-2.7903121000000013,-4.506876659999989,-2.430754082,-1.033130039999996,-0.8990913499999991,1.7024901399999948,1.4126261099999997,-1.2918064599999965,1.2888625600000054,-1.4797725600000007,-10.823388100000003,-0.04633098499999999,-0.01191887500000001,-1.1041000000000025,-1.6085999999999956,-3.150999999999982,-3.5719999999999885,0.8289999999999935,-0.8920000000000101,0.016000000000000014,0,5,0,3,0,0,154,3,89,3,-2,3,-2,-0.03235479820060094,-0.12187601615694854,0.4370593541981303
509,-2,-4.606586999999999,-8.996929,5.697998500000004,3.4560455200000035,4.357504360000007,-1.201265917999999,-0.9074784199999968,3.3317392000000012,4.165856930000004,3.6539626179999996,4.015451750000004,1.074506790000001,-2.377068180000002,0.8548572599999957,-0.04198247899999999,-0.014714291000000004,2.1666000000000025,2.001500000000007,9.24600000000001,9.302000000000007,7.8980999999999995,7.305899999999994,0.012000000000000122,-3,2,0,3,0,0,-8,-32,-15,3,-2,3,-2,0.014622786651157682,0.04937415647249477,0.5994255574031034
510,-2,3.216419,37.849009,4.284977160000004,3.9306598300000033,-0.4864700499999941,-6.594640474,2.2863211200000038,-0.4482316200000014,0.14244524999999442,3.1730574239999996,3.7878631499999997,-1.1008383100000003,-0.39599590999999634,-4.326522369999999,-0.045070602,-0.0003341159999999954,-0.8799999999999955,-0.5644000000000062,1.6470000000000056,4.939000000000007,3.272999999999996,2.3119999999999834,-0.0050000000000000044,-1,3,0,2,0,0,98,-16,42,-1,1,-1,1,0.03577059754438561,0.11539710473328396,0.6398926077320374
511,-3,3.012254,-2.5593220000000003,-1.3254456799999943,4.2797141599999975,4.5163170200000025,-1.4899340859999999,-5.068142559999998,2.292787969999999,0.7659213900000026,4.2160146020000004,-1.9790754599999971,6.0434759100000015,3.981697820000001,1.3135892999999967,-0.034563358,0.016887799999999994,-0.27779999999999916,-1.7815999999999974,-5.599999999999994,-0.37999999999999545,0.9310000000000116,-2.905000000000001,-0.019999999999999907,-1,4,0,3,0,0,134,20,106,-7,5,-7,5,0.04456455619734356,0.14115069664357066,0.50048235193694
512,-4,0.9358339999999998,1.932105,-0.6901662899999934,2.03948501,3.6442430800000096,-7.407576784,3.7981933499999982,0.449600089999997,-0.9888678800000008,2.0139973740000006,4.650813990000003,-3.963022599999995,1.986773239999998,2.102397719999999,-0.062011568,-0.016091464000000014,-1.5989000000000004,-1.7310999999999979,2.592000000000013,9.378000000000014,9.962100000000007,5.9517999999999915,0.01100000000000001,0,5,0,3,0,0,155,28,114,-5,3,-5,3,0.04203991272255814,0.13385355408900934,0.5139869957468683
513,-5,4.9546019999999995,26.312991999999998,0.2582086200000049,6.82231058,2.5320474000000104,-2.1256468260000005,0.568756190000002,5.905843959999999,3.745527139999993,6.5512909089999996,0.7247349900000017,2.3562129800000022,-0.14817762999999928,4.817351599999995,-0.012932160999999998,0.002633262999999997,0.4206999999999965,0.8171999999999997,1.7690000000000197,7.353000000000009,8.969999999999999,-0.2540000000000191,0.014000000000000123,0,5,0,3,0,0,178,42,128,-6,5,-6,5,0.1388281997152937,0.3679476776818878,0.6644368868625199
514,-6,5.437349,5.515342,3.772228020000007,4.130391070000002,1.4578641700000077,-2.5757942269999994,-0.5228995299999966,2.3739288700000003,-0.8881734400000028,2.8091617810000002,-0.8289684299999962,-4.19863591,7.206095320000003,-0.9778710300000029,-0.025867570000000006,-0.006746800999999997,0.5054999999999978,0.24869999999999948,2.7900000000000063,7.081000000000003,1.5190000000000055,-5.404000000000011,0.07500000000000007,0,5,0,3,0,0,155,-28,58,1,-4,1,-4,0.2629960947062955,0.5736998005966989,0.7153515627759638
515,-7,-2.443155000000001,-3.082629,5.309111250000008,4.603871609999999,5.946898630000007,-2.766245873999999,0.3197140300000001,1.6129815199999982,5.464936929999993,3.9296888160000005,3.0133124600000016,7.7623158900000035,10.295076219999999,5.284343139999997,-0.033312439,-0.01372458,1.305400000000006,1.4501999999999953,13.182500000000005,18.462700000000012,6.802000000000007,-0.6780000000000115,0.07300000000000006,-1,4,0,3,0,0,125,-33,53,4,-5,4,-5,0.44461619757510423,0.7704710201090292,0.8063546914268652
516,-7,7.208937999999999,9.633657,3.5681337800000037,9.12148088,2.4539290499999993,-1.4538488790000006,-2.5750414399999997,4.8268087699999995,2.294992620000002,2.8729412320000005,14.786470140000002,-1.2084633300000007,-4.555674939999996,-1.737037700000002,-0.049287136999999995,-0.04438946299999999,1.356800000000007,2.1632999999999925,10.598000000000013,16.564999999999998,6.694699999999997,1.140999999999977,0.07400000000000007,0,5,0,3,0,0,187,36,122,-17,-12,3,-1,0.3411385555679305,0.6695945477291041,0.8443043528140622
517,8,-10.430667,36.968213,-3.599235009999994,2.0627016199999986,-0.35721034999998835,-3.701834613999999,9.17888825,6.011477759999998,5.6811979699999995,5.203809929,7.2427885900000035,3.6211224300000033,3.1083666000000036,6.285933479999997,-0.044088681000000005,0.004563977999999996,-0.9560999999999922,-1.7188000000000017,-6.790999999999983,-3.2959999999999923,19.910300000000007,14.830899999999986,-0.061999999999999944,-17,-12,-6,-3,0,0,-292,-65,21,-10,9,-10,9,-0.1486949726461213,-0.7847948395214874,0.08706797326012994
